index,premise,hypothesis,label,readable_label,negated_part
60,Uma guitarra está sendo dedilhada por um músico,Um músico não está tocando guitarra,0,contradiction,hypothesis
61,Uma criança está pintando usando a boca durante uma oficina,Uma criança não está participando de uma oficina.,0,contradiction,hypothesis
62,A água está sendo derramada na chaleira pelo homem,O homem não está enchendo a chaleira com água,0,contradiction,hypothesis
65,Uma ave com olhos e bico vermelhos possui penas de cor azul vibrante,Não existe um pássaro cujas penas são azuis.,0,contradiction,hypothesis
66,"Uma sala de aula contém carteiras estudantis vazias, cadeiras vermelhas e carteiras brancas durante o dia",Não há cadeiras vermelhas na sala de aula.,0,contradiction,hypothesis
69,"Vários idosos estão acomodados nos bancos do parque, contemplando o pôr do sol",Nenhum idoso está assistindo o pôr do sol no parque,0,contradiction,hypothesis
70,Quatro potes de geléia de tomate estão dispostos na mesa da cozinha,Não há geléia de tomate na mesa da cozinha,0,contradiction,hypothesis
74,O maestro da orquestra municipal está no palco com as mãos para cima e a batuta empunhada,O maestro não está pronto para reger a orquestra municipal.,0,contradiction,hypothesis
78,A mulher apaixonada é uma pintora de sonhos,A mulher apaixonada não está ligada às artes.,0,contradiction,hypothesis
79,O homem está lendo o rótulo da loção hidratante,O homem não está analisando as informações do rótulo de um hidratante,0,contradiction,hypothesis
80,Um campo de futebol à beira-mar está deserto,Há alguém jogando futebol na praia,0,contradiction,hypothesis
86,Uma borboleta sem vida jaz ao lado de uma mulher morena repousando em uma pedra,Não há uma borboleta morta.,0,contradiction,hypothesis
87,O menino e a menina estão correndo ao longo do riacho,Nenhuma criança está correndo perto de um corpo de água.,0,contradiction,hypothesis
89,O quadro tem o desenho da cabeça de um touro branco em perfil,O desenho no quadro não representa um touro branco.,0,contradiction,hypothesis
94,Brinquedos de tecido estão alinhados no chão de madeira pintada de branco,Não existem brinquedos no chão pintado de branco.,0,contradiction,hypothesis
95,Três panos de prato com estampas natalinas estão dobrados,Não existem panos de prato com estampas natalinas dobrados,0,contradiction,hypothesis
101,Um personagem do filme fez muito sucesso,O personagem do filme não foi bem recebido pelo público,0,contradiction,hypothesis
112,Uma gaivota está voando sobre as ondas do oceano,A gaivota não está voando acima da água do mar,0,contradiction,hypothesis
114,Não existe pessoa alguma girando o dial de um rádio antigo,O rádio antigo está sendo usado por alguém.,0,contradiction,hypothesis
119,Várias pessoas estão navegando em um caiaque,Nenhum grupo de indivíduos está praticando caiaque.,0,contradiction,hypothesis
122,"Duas mulheres estão apresentando um monólogo, que é extremamente divertido, com uma dançarina de balé no meio de uma plateia entusiasmada",Não está acontecendo uma apresentação de monólogo por duas mulheres ou não é engraçada.,0,contradiction,hypothesis
124,Leitos estão organizados separadamente por divisórias,Não há divisórias entre os leitos,0,contradiction,hypothesis
125,A atleta  ganhou a medalha de bronze nos Jogos Paralímpicos,A atleta não conquistou uma medalha nos Jogos Paralímpicos,0,contradiction,hypothesis
134,A garotinha está usando um vestido azul e está sorrindo,Uma criança vestida de azul não está feliz,0,contradiction,hypothesis
136,O palácio do governo está aberto a visitações,As pessoas não podem visitar o palácio do governo.,0,contradiction,hypothesis
142,Uma mulher está rasgando um casaco com uma tesoura,A pessoa não está cortando um casaco com uma tesoura,0,contradiction,hypothesis
143,Uma costureira está modelando um tecido laranja em uma mesa de costura,A costureira não está trabalhando com um tecido de cor laranja.,0,contradiction,hypothesis
145,Ao lado da casa há uma pequena lavoura de feijão,Não existe uma lavoura de feijão ao lado da casa,0,contradiction,hypothesis
152,A fragrância com embalagem transparente e tampa dourada está posicionada sobre uma textura e folhas douradas,A fragrância não está em cima de uma textura e folhas douradas.,0,contradiction,hypothesis
153,A pessoa tem o cabelo preso em um rabo de cavalo com alguns cachos soltos ao redor da testa,Ninguém tem cachos soltos ao redor da testa,0,contradiction,hypothesis
157,Um gato está deliciosamente se esbaldando com o sol na varanda,O gato não está aproveitando o sol na varanda,0,contradiction,hypothesis
158,O indulto para condenado por corrupção poderá ser proibido,Não existe a possibilidade de proibição do indulto para condenados por corrupção.,0,contradiction,hypothesis
162,A afirmação defende que é possível realizar um treinamento intenso mesmo estando em casa,O treinamento intenso não pode ser feito em casa,0,contradiction,hypothesis
163,Duas mulheres com patins estão à beira de um lago congelado,Não existem pessoas prontas para andar de patins em um lago congelado,0,contradiction,hypothesis
169,"Duas mulheres, um homem e duas pequenas meninas estão reunidos ao ar livre de uma larga praça, diante de uma multidão de espectadores","Nenhum grupo de cinco pessoas, incluindo duas crianças, está reunido em uma praça grande com muitos espectadores ao redor.",0,contradiction,hypothesis
175,Não tem nenhuma mulher gritando,O ambiente não está livre de gritos de mulheres,0,contradiction,hypothesis
177,Dois gatos estão se divertindo no jardim cheio de flores,Os gatos não estão brincando ao ar livre,0,contradiction,hypothesis
178,Caixas de vacinas estão sendo descarregadas,Vacinas não estão sendo retiradas de seu meio de transporte,0,contradiction,hypothesis
181,O cachorro está correndo atrás do gato no jardim,O gato não está sendo perseguido por um cachorro.,0,contradiction,hypothesis
191,Uma mão está segurando uma casquinha de sorvete de dois sabores,Uma casquinha de sorvete de dois sabores não está sendo segurada por uma mão,0,contradiction,hypothesis
196,Um garotinho está usando uma camiseta azul e está correndo em um parque infantil,Não há menino correndo em um playground vestindo uma camiseta azul,0,contradiction,hypothesis
197,Um homem está assando peixe,Peixe não está sendo preparado na churrasqueira por um homem,0,contradiction,hypothesis
201,Uma pessoa está engajada em estudos,Ninguém está aprendendo algo.,0,contradiction,hypothesis
207,Um lagarto está posicionado sobre um afloramento rochoso cercado por galhos secos,Não existe um lagarto em um local rochoso com galhos secos ao redor,0,contradiction,hypothesis
208,Uma rua é composta por várias casas coloridas vistas de frente,As casas vistas de frente não são coloridas,0,contradiction,hypothesis
209,"Depois de um dia de pesca, o pescador visualiza a praia com coqueiros para onde volta",O pescador não está retornando para a praia após a pesca.,0,contradiction,hypothesis
210,Duas garrafas do vinho tinto estão dispostas sobre uma mesa de madeira,Não há vinho tinto em cima de uma mesa,0,contradiction,hypothesis
214,Uma mulher está caminhando sob a neve,A mulher não está se movendo ao ar livre.,0,contradiction,hypothesis
216,Uma mulher está derramando um jarro de calda de chocolate em um bolo esfarelado,O bolo não está sendo coberto com calda de chocolate.,0,contradiction,hypothesis
217,Duas crianças estão se divertindo juntas no parquinho,Não há crianças brincando no parquinho.,0,contradiction,hypothesis
219,Não há ninguém lavando o carro,O carro está sendo lavado,0,contradiction,hypothesis
220,"Um mini hambúrguer artesanal de carne bovina é servido espetado por um palito gourmet, acompanhado de tomate cereja e alface americana",O mini hambúrguer artesanal não é acompanhado de vegetais,0,contradiction,hypothesis
221,Um bolo comemorativo está sendo feito na confeitaria,Um bolo não está sendo preparado na confeitaria para uma celebração,0,contradiction,hypothesis
222,Os pés de uma modelo estão calçados com um sapato de verniz,A modelo não está usando sapatos de verniz.,0,contradiction,hypothesis
223,Um pequeno garoto oriental está sentado além do grupo e está se divertindo com um pião,Nenhum menino asiático está brincando com um pião longe do grupo,0,contradiction,hypothesis
224,Vários educadores se reúnem para iniciar um projeto,Nenhum grupo de educadores está começando um projeto,0,contradiction,hypothesis
227,Depois do almoço foi servido uma sobremesa de sorvete de creme,Sorvete de creme não foi servido.,0,contradiction,hypothesis
229,"Uma mulher negra, com uma expressão séria, está encostada em um objeto vermelho",Nenhuma pessoa com uma expressão séria está encostada em um objeto vermelho,0,contradiction,hypothesis
230,Eu e minha mãe tiramos uma selfie enquanto ela segurava um buquê de flores amarelas,Minha mãe e eu não temos uma foto juntas com um buquê de flores amarelas.,0,contradiction,hypothesis
232,Duas mulheres são personagens centrais desta obra de arte,A obra de arte não é focada em duas mulheres,0,contradiction,hypothesis
242,Uma mulher está se expressando com um piano,Uma mulher não está tocando piano,0,contradiction,hypothesis
243,Não há nenhum cachorro pulando a cerca com uma bola,A cerca está sendo pulada por um cachorro com uma bola,0,contradiction,hypothesis
250,Um senhor de 50 anos está sorrindo com alegria,O homem de meia-idade não está expressando felicidade através de seu sorriso.,0,contradiction,hypothesis
251,Uma criança está alimentando um pato amarelo com migalhas de pão na beira do lago,O pato amarelo não está sendo alimentado com migalhas de pão por uma criança.,0,contradiction,hypothesis
253,Não há nenhuma mulher descascando algumas batatas agilmente com um descascador,Alguma mulher está usando um descascador para descascar batatas de maneira ágil,0,contradiction,hypothesis
260,A mulher não está pintando uma tela de tecido,A tela de tecido está sendo pintada por uma mulher,0,contradiction,hypothesis
261,Uma menina jovem está dançando e tocando o piano,Nenhuma menina jovem está tocando o piano,0,contradiction,hypothesis
262,"Um homem, que está de pé, está declamando um poema e tocando flauta",Não existe um homem tocando flauta e recitando versos,0,contradiction,hypothesis
266,"Uma família está reunida em casa, sentada no sofá",Pessoas não estão juntas sentadas no sofá de uma casa.,0,contradiction,hypothesis
268,Panquecas estão servidas em um prato branco com detalhes de bolinhas verdes,Panquecas não estão em um prato com detalhes verdes,0,contradiction,hypothesis
271,Uma mulher está apresentando uma palestra em um palco,Nenhuma palestra está sendo apresentada por uma mulher no palco,0,contradiction,hypothesis
274,Um prato do restaurante contém filé de salmão acompanhado de batatas,O restaurante não está servindo filé de salmão com batatas,0,contradiction,hypothesis
275,Dois amigos estão relaxando à sombra de uma árvore em uma tarde ensolarada,Não há dois amigos sob uma árvore.,0,contradiction,hypothesis
276,"Uma árvore de grande porte tem um risco iminente de queda, colocando a população em perigo",A população não está em perigo devido ao risco de queda de uma árvore de grande porte.,0,contradiction,hypothesis
278,Uma raposa vermelha está correndo em direção a um coelho branco na floresta coberta de neve,A raposa vermelha não está perseguindo nenhuma presa na floresta nevada.,0,contradiction,hypothesis
280,Uma equipe de chefs está exibindo seus pratos gourmet e posando para a fotografia,A equipe de chefs não preparou pratos gourmet para a fotografia.,0,contradiction,hypothesis
281,Não há nenhuma mulher cozinhando macarrão,O macarrão está sendo preparado por uma mulher.,0,contradiction,hypothesis
282,Alguém está derramando suco de laranja na mulher,A mulher não está sendo molhada com suco de laranja.,0,contradiction,hypothesis
284,Não há nenhum gato que é siamês e branco no jardim carregando um novelo de lã nas suas patas,Existe um gato siamês e branco carregando um novelo de lã no jardim,0,contradiction,hypothesis
286,Um homem de patins não está no céu próximo a uma montanha,O homem de patins está no céu próximo a uma montanha,0,contradiction,hypothesis
291,Não há nenhuma mulher loira com chapéu de palha em pé ao lado de um carrinho de sorvete,Existe uma loira de chapéu perto de um carrinho de sorvete,0,contradiction,hypothesis
294,A pessoa é encorajada a explorar seu potencial e iniciar uma semana intensa de treinamento,A pessoa não está começando uma semana de treinamento intensivo,0,contradiction,hypothesis
295,A energia elétrica não deve ser interrompida durante a pandemia,"Durante a pandemia, a energia elétrica pode ser interrompida.",0,contradiction,hypothesis
296,O gato está comendo ração de um prato,O gato não está se alimentando.,0,contradiction,hypothesis
297,Duas crianças estão sorrindo enquanto brincam no tapete da sala,As crianças não estão brincando no tapete da sala.,0,contradiction,hypothesis
298,Algumas crias de cachorro estão com sede,Não há filhotes de cachorro buscando água,0,contradiction,hypothesis
299,Três gatinhos estão se divertindo em um jardim florido,Gatinhos não estão brincando entre flores,0,contradiction,hypothesis
302,Uma criança está correndo atrás de uma bola em um campo de futebol,Uma criança não está perseguindo uma bola no campo de futebol,0,contradiction,hypothesis
303,Um gato com pelagem branca e laço azul está deitado no sofá,Não existe um gato branco no sofá.,0,contradiction,hypothesis
307,Um estudo afirma que jogar videogame exige mais engajamento intelectual e criatividade do que a leitura de um livro,Jogar videogame não requer alto engajamento intelectual e criatividade.,0,contradiction,hypothesis
311,O cachorro está saltando sobre uma poça de água,O cachorro não está pulando um obstáculo que é uma poça de água,0,contradiction,hypothesis
313,Ninguém está agitando uma garrafa de molho de soja com uma colher,Uma garrafa de molho de soja está sendo agitada com uma colher,0,contradiction,hypothesis
314,Um menino de três anos responde que tem chocolate no coração quando questionado sobre o que há nele,O menino de três anos não acredita ter chocolate no coração,0,contradiction,hypothesis
317,Os pisos emborrachados vermelhos e cinzas cobrem uma área de lazer repleta de brinquedos infantis coloridos,A área de lazer não tem um chão de borracha vermelho e cinza,0,contradiction,hypothesis
318,Um indivíduo está vestindo um suéter vermelho e caminhando descalço no campo de futebol,Não existe uma pessoa caminhando descalça no campo de futebol ou ela não está usando um suéter vermelho.,0,contradiction,hypothesis
319,Os jovens não estão vestindo moletons cinzas e não estão correndo,Os jovens estão vestidos com moletons cinzas,0,contradiction,hypothesis
320,Uma mão é vista descartando uma garrafa de plástico em uma lixeira,A garrafa de plástico não está sendo jogada em uma lixeira por uma mão,0,contradiction,hypothesis
323,Dois homens jovens estão competindo em uma partida de boxe,Dois jovens não estão em uma competição de boxe,0,contradiction,hypothesis
325,"Utensílios de cozinha, incluindo tábuas, porta copos e taças, estão sobre a mesa","Tábuas, porta copos e taças não estão sobre a mesa.",0,contradiction,hypothesis
329,O texto apresenta um conteúdo alternativo relacionado à física,O texto não contém informações sobre um tema diferente da física convencional,0,contradiction,hypothesis
333,"Uma corrente e um pingente, ambos banhados a ouro, possuem pedras de zircônia incrustadas",A corrente e o pingente não possuem pedras de zircônia ou não são feitos de ouro,0,contradiction,hypothesis
340,"O homem está tocando uma gaita, que é diatônica, e assobiando",O homem não está fazendo música com uma gaita diatônica,0,contradiction,hypothesis
342,Ciclistas e ônibus estão navegando através do trânsito frenético na metrópole,Ciclistas e ônibus não estão enfrentando o trânsito agitado na grande cidade.,0,contradiction,hypothesis
344,O mês mundial de combate ao câncer de próstata está sendo divulgado,A conscientização sobre o câncer de próstata não está sendo promovida,0,contradiction,hypothesis
346,Um prato branco redondo tem sorvete de canela servido sobre uma tarte de maçã envolta por caramelo,O prato branco redondo não contém uma sobremesa de sorvete de canela e tarte de maçã,0,contradiction,hypothesis
347,Uma mulher está parada na beira de um penhasco,Nenhuma pessoa está na borda de um penhasco.,0,contradiction,hypothesis
348,Os foliões estão dançando na festa junina,Não há pessoas dançando na festa,0,contradiction,hypothesis
352,Profissionais estão usando máscaras e roupas de proteção,"Os trabalhadores não estão usando equipamentos de proteção, incluindo máscaras",0,contradiction,hypothesis
355,"Homens estão vestindo chapéus de palha e crachás de festival, olhando intrigados para algo no horizonte","Um grupo de homens, usando crachás de festival e chapéus de palha, não está observando nada curioso à distância.",0,contradiction,hypothesis
356,Um gato branco está saltando entre os galhos de uma floresta sombria,Nenhum gato está saltando entre os galhos de uma floresta.,0,contradiction,hypothesis
357,Um gato preto está pulando por um muro de pedras,O gato preto não está pulando.,0,contradiction,hypothesis
358,A veterinária está cuidando de dois cachorros doentes ao mesmo tempo,Dois cachorros não estão sendo cuidados por uma veterinária,0,contradiction,hypothesis
359,Uma pessoa está deslizando na água em um jet ski,Ninguém está se divertindo em um jet ski na água,0,contradiction,hypothesis
366,"A atração infantil oferece várias atividades para as crianças, incluindo piscinas de bolinhas e escorregadores",As crianças não têm várias atividades para se entreter na atração infantil,0,contradiction,hypothesis
373,Um homem está em um consultório médico tendo sua pressão arterial medida pelo médico,Nenhum homem está em um ambiente médico recebendo um exame de pressão arterial de um profissional de saúde,0,contradiction,hypothesis
374,Não existe nenhuma mulher cortando um bolo com uma espátula,Uma mulher está usando uma espátula para cortar um bolo.,0,contradiction,hypothesis
375,O secretário de saúde do Estado está dando entrevista,O funcionário do governo do Estado não está falando para a mídia.,0,contradiction,hypothesis
376,As dicas de arte estão sendo apresentadas em sequência,As dicas de arte não estão sendo mostradas uma após a outra,0,contradiction,hypothesis
377,O shampoo e condicionador estão dispostos na janela do box do banheiro,Não existem produtos de higiene na janela do box do banheiro,0,contradiction,hypothesis
379,Pássaros voam em bando durante o entardecer sob um céu azul com poucas nuvens acinzentadas de tonalidades laranja,Pássaros não estão voando juntos no céu ao entardecer,0,contradiction,hypothesis
383,Uma fogueira arde intensamente com brasas vermelhas e chamas amarelas e laranjas,Não existe uma fonte de calor forte.,0,contradiction,hypothesis
388,O nascer do sol ilumina um campo florido,O campo florido não está iluminado pelo sol,0,contradiction,hypothesis
400,O conjunto de jovens europeus está reunido ali,Um grupo de jovens da Europa não está congregado no local.,0,contradiction,hypothesis
401,Um bolo retangular está coberto com ganache e decorado com raspas de chocolate preto na lateral e topo,O bolo retangular não possui cobertura de ganache e decoração de raspas de chocolate preto,0,contradiction,hypothesis
406,"Centenas de bebês estão sem pais, conforme relatado em jornais antigos",Poucos bebês foram relatados como órfãos em jornais antigos,0,contradiction,hypothesis
413,A mulher está alimentando um pássaro à beira de um lago,Não há uma mulher perto de um lago cuidando de um pássaro.,0,contradiction,hypothesis
419,"Um pai e sua filha, vestidos com máscaras e capas de heróis, estão olhando para o horizonte",Um homem e sua filha não estão usando fantasias de super-heróis e olhando para o horizonte,0,contradiction,hypothesis
427,Um homem está segurando um peixe que ele possivelmente pescou em um rio,Um indivíduo não está com um peixe em suas mãos que ele pode ter pescado em um rio.,0,contradiction,hypothesis
428,"Três adolescentes estão segurando seus celulares, com uma delas exibindo a tela da rede social",Adolescentes não estão usando seus celulares,0,contradiction,hypothesis
429,"Várias pimentas de cores verdes, laranjas e vermelhas estão reunidas",As pimentas não estão agrupadas por cores,0,contradiction,hypothesis
430,Não há nenhuma criança brincando no parquinho,O parquinho não está vazio de crianças,0,contradiction,hypothesis
433,Um viajante solitário com um chapéu vermelho está atravessando um deserto de areias douradas,Uma pessoa sem chapéu vermelho está em um deserto.,0,contradiction,hypothesis
437,Dois pacotes transparentes contendo casquinhas de brownie estão dispostos sobre uma bancada de madeira diante de uma parede preta,Casquinhas de brownie não estão arrumadas em duas embalagens transparentes em uma bancada de madeira.,0,contradiction,hypothesis
442,A receita proposta promete promover uma super-hidratação para prolongar a vida dos fios de cabelo,A receita sugerida não promete aumentar a longevidade dos fios de cabelo através de hidratação intensiva.,0,contradiction,hypothesis
451,O homem está guardando o violão na estante,O homem não tem um violão.,0,contradiction,hypothesis
452,Oito momentos de um jogo de boliche na capital foram compartilhados com colegas e seus familiares,Os colegas e familiares não viram oito momentos de um jogo de boliche na capital,0,contradiction,hypothesis
453,Vários indivíduos se encontram em um campo de futebol para um torneio amador,Não existe um torneio amador acontecendo em um campo de futebol,0,contradiction,hypothesis
456,Um gato está puxando a cortina e se pendurando nela,A cortina não está sendo puxada por um gato,0,contradiction,hypothesis
457,Um pesquisador vestindo uma luva cirúrgica está segurando um tubo de ensaio e colhendo uma amostra de água,Um pesquisador vestindo uma luva cirúrgica não está manuseando um tubo de ensaio nem coletando uma amostra de água,0,contradiction,hypothesis
460,Um gato branco e cinza está sentado na areia,Um felino não está descansando na praia.,0,contradiction,hypothesis
465,Uma criança vestida de camisa social está segurando um dado em sua mão direita,O garoto de camisa social não tem um dado em sua mão direita,0,contradiction,hypothesis
468,Um gato está se espreguiçando no sofá,O gato não está no sofá se espreguiçando,0,contradiction,hypothesis
469,O cartaz informa sobre as operações atuais da polícia durante a pandemia do novo Coronavírus,As operações atuais da polícia durante a pandemia de COVID-19 não são informadas através de um cartaz,0,contradiction,hypothesis
471,As mães estão segurando filhos no colo e uma delas está grávida,Nenhuma mãe grávida está segurando um filho no colo.,0,contradiction,hypothesis
478,Uma mulher está ralando o queijo com um utensílio,Não existe queijo sendo ralado por uma mulher.,0,contradiction,hypothesis
485,Uma mulher está usando um chapéu azul e sentada próxima a uma bicicleta rosa sobre a grama verde com o lago ao fundo,A mulher com um chapéu azul não está sentada perto de uma bicicleta rosa no parque,0,contradiction,hypothesis
503,Um tênis preto tem pedrarias na biqueira,Não há pedras decorativas na ponta de um tênis preto,0,contradiction,hypothesis
507,"Uma pessoa de blusa verde estampada está sentada em frente a uma grande árvore, usando óculos escuros e segurando o cabelo",A pessoa não está ao ar livre.,0,contradiction,hypothesis
509,Os indivíduos não estão de pé ao lado de uma loja de doces,As pessoas estão ao lado de uma loja que vende doces,0,contradiction,hypothesis
511,Três palhaças estão se apresentando no espetáculo,Não existem palhaças que estão se apresentando em um espetáculo,0,contradiction,hypothesis
516,Um prédio de apartamentos tem 15 andares,Não existem 15 andares em um prédio de apartamentos,0,contradiction,hypothesis
517,"Participantes estão sentados em cadeiras pretas em uma oficina, com o orientador e uma intérprete de Libras à frente",Os participantes não estão em uma oficina tendo assistência de um intérprete de Libras.,0,contradiction,hypothesis
528,Uma mão está segurando uma arma,Ninguém está em posse de uma arma.,0,contradiction,hypothesis
530,Uma menina sorridente está vestida com um vestido preto floral e um casaco cor-de-rosa de tecido de pelo,A menina não está usando um casaco cor-de-rosa,0,contradiction,hypothesis
533,Um potinho com sorvete de laranja está sendo degustado pela senhora,A senhora não está saboreando um sorvete de laranja.,0,contradiction,hypothesis
535,Uma garota nadando resgata o filhote assustado no meio do lago,O filhote não está sendo salvo por uma menina que está nadando.,0,contradiction,hypothesis
538,Um atleta de badminton se reúne com três amigos,Não há quatro pessoas juntas.,0,contradiction,hypothesis
540,Um mix de brincos e piercings banhados a ouro estão cravejados com pedras de zircônias,Os brincos e piercings não estão enfeitados com zircônias.,0,contradiction,hypothesis
541,"Um salão está cheio de pessoas, algumas sentadas e outras de pé",Não há pessoas sentadas e em pé no salão,0,contradiction,hypothesis
547,A escritora está procurando alguém para dispensar o editor do seu livro,A escritora não está em busca de uma pessoa para substituir o editor de seu livro,0,contradiction,hypothesis
550,Uma borboleta azul com asas brilhantes repousa sobre a flor vermelha,Uma borboleta de cor azul não está sobre uma flor vermelha,0,contradiction,hypothesis
553,Uma ave cinzenta está se aproximando de um gato branco na floresta de pinheiros,Uma ave de cor cinza não está perto de um gato branco na floresta de pinheiros,0,contradiction,hypothesis
555,Pacotes de bombons de chocolate com banana e chocolate com amendoim sem açúcar estão dispostos sobre uma mesa,Bombons de chocolate com banana e amendoim sem açúcar não estão disponíveis na mesa.,0,contradiction,hypothesis
559,A loja oferece semijoias banhadas em ouro com um ano de garantia,As semijoias vendidas na loja não são banhadas a ouro e não têm garantia de um ano,0,contradiction,hypothesis
566,Um garoto está pintando o quadro,O quadro não está sendo pintado.,0,contradiction,hypothesis
568,Um bolo redondo é coberto com chantilly espatulado branco e decorado com rosas e rosetas na lateral e em cima,O bolo redondo não tem decoração de rosas e rosetas,0,contradiction,hypothesis
572,No jantar serviremos batatas salpicadas e um prato de anéis de cebola empanados,Não haverá batatas e anéis de cebola para comer no jantar.,0,contradiction,hypothesis
574,Não tem nenhum homem assando um peixe,Um peixe está sendo assado por um homem,0,contradiction,hypothesis
575,Uma raposa vermelha está saltando por um bosque de árvores altas,A raposa vermelha não está em um bosque com árvores de grande porte.,0,contradiction,hypothesis
580,As crianças adoram brinquedos populares,Os brinquedos populares não são muitas vezes desejados pelas crianças,0,contradiction,hypothesis
581,Dois homens estão segurando uma caixa branca cheia de alimentos,Uma caixa branca cheia de alimentos não está sendo segurada por dois homens,0,contradiction,hypothesis
583,Uma mãe recebe carinho de seus dois filhos,Dois filhos não estão demonstrando carinho à sua mãe,0,contradiction,hypothesis
584,A equipe brasileira está reunida em círculo na quadra com os braços erguidos,A equipe brasileira não está com os braços erguidos em círculo na quadra,0,contradiction,hypothesis
585,Um donut é recheado com brigadeiro e coberto com creme de baunilha,O donut não tem brigadeiro dentro dele,0,contradiction,hypothesis
587,Um homem está acariciando um guaxinim,Um guaxinim não está sendo acariciado por um homem,0,contradiction,hypothesis
588,Uma árvore rosa floresce em uma rua residencial com uma casa de sobrado e dois carros pratas estacionados,Uma árvore rosa não está em flor em uma rua residencial,0,contradiction,hypothesis
589,"A sala possui uma mesa decorada, uma planta, um puff e vários artigos decorativos",Não há um puff na sala.,0,contradiction,hypothesis
592,Um par de tênis preto infantil é visto de cima para baixo,Um par de sapatos para crianças de cor preta não está sendo visualizado a partir de um ponto de vista superior.,0,contradiction,hypothesis
598,Uma garotinha está tampando o rosto com a mão,A garotinha não tem a mão no rosto.,0,contradiction,hypothesis
601,Um prato de comida pode espalhar sorrisos ao longo do dia,Um prato de comida não pode melhorar o humor das pessoas durante o dia,0,contradiction,hypothesis
609,Uma mulher está abotoando um casaco,Um casaco não está sendo abotoado por uma mulher.,0,contradiction,hypothesis
614,Um homem está descascando uma batata amarela,Uma batata amarela não está sendo descascada por um homem,0,contradiction,hypothesis
616,Os jogadores de futebol não estão em campo e não estão vestindo suas camisas verde e amarelas,Os jogadores de futebol estão vestindo verde e amarelo,0,contradiction,hypothesis
617,"Um trem está cheio de pessoas, tanto sentadas quanto em pé, todas usando máscaras faciais",As pessoas no trem não estão usando máscaras faciais.,0,contradiction,hypothesis
620,Um sêmen e um óvulo são desenhados pelo professora de biologia,A professora de biologia não está desenhando um sêmen e um óvulo,0,contradiction,hypothesis
622,Uma prova está sendo realizada em uma sala de aula,Estudantes não estão fazendo uma prova,0,contradiction,hypothesis
624,Membros do movimento estão formalizando uma solicitação contra o aumento das tarifas de ônibus,Pessoas do movimento não estão fazendo um pedido formal contra o aumento das tarifas de ônibus,0,contradiction,hypothesis
628,Uma menina loira de vestido vermelho está saltando para fora de um balanço azul,Uma criança de cabelos claros não está saltando de um balanço.,0,contradiction,hypothesis
633,O paciente e o médico usam óculos de grau,Tanto o paciente quanto o médico não necessitam de correção visual,0,contradiction,hypothesis
640,A pessoa está usando um biquíni preto e rosa e óculos de sol na praia,Uma pessoa não veste um biquíni preto e rosa na praia.,0,contradiction,hypothesis
643,Uma enfermeira está presente e a previsão de publicação dos editais é amanhã,Não haverá a divulgação dos editais amanhã.,0,contradiction,hypothesis
646,Um moletom vermelho de manga comprida está estampado com o tema do filme,O moletom de cor vermelha não tem uma estampa relacionada a um filme.,0,contradiction,hypothesis
648,"Atletas se preparam para uma corrida, alongando-se sob a orientação de uma instrutora",Os atletas não estão se alongando sob supervisão.,0,contradiction,hypothesis
650,Um gato cinza escuro e um coelho branco puro estão correndo no jardim,Não existem um gato e um coelho no jardim.,0,contradiction,hypothesis
