index,premise,hypothesis,label,readable_label,negated_part
233,A veterinária está cuidando de dois cachorros doentes ao mesmo tempo,A veterinária está atendendo mais de um cachorro,1,entailment,hypothesis
235,Uma mãe e seu filho estão sendo assustados no carrinho de um trem fantasma,A mãe e o filho não estão rindo no carrinho do trem fantasma,1,entailment,hypothesis
236,Um gato cinza escuro e um coelho branco puro estão correndo no jardim,Há animais no jardim.,1,entailment,hypothesis
237,O resultado da segunda chamada do vestibular já está disponível no site oficial,O resultado da segunda chamada do vestibular já é conhecido.,1,entailment,hypothesis
238,Uma pessoa está engajada em estudos,A pessoa não está dormindo.,1,entailment,hypothesis
240,Um indivíduo está vestindo um suéter vermelho e caminhando descalço no campo de futebol,O indivíduo não está usando sapatos e não está andando num campo de voleibol.,1,entailment,hypothesis
241,O perfume tem vidro de cor preta com tampa preta,O perfume não está em um frasco de vidro transparente.,1,entailment,hypothesis
245,"Duas mulheres, um homem e duas pequenas meninas estão reunidos ao ar livre de uma larga praça, diante de uma multidão de espectadores","Há pessoas reunidas ao ar livre em uma praça, diante de uma multidão de espectadores.",1,entailment,hypothesis
247,"A modelo está sentada em uma cadeira em uma casa, vestindo um chinelo rasteira bege com enfeite","A modelo não está de pé na rua, usando uma sandália de salto alto preta.",1,entailment,hypothesis
248,Dois gatos estão se divertindo no jardim cheio de flores,Os gatos não estão fora de casa,1,entailment,hypothesis
249,Pacotes de bombons de chocolate com banana e chocolate com amendoim sem açúcar estão dispostos sobre uma mesa,Pacotes de bombons de chocolate sem açúcar estão dispostos sobre a mesa.,2,neutral,hypothesis
252,Um aparelho removível está presente,Há um aparelho removível disponível,1,entailment,hypothesis
254,Os pais estão observando suas trigêmeas recém-nascidas,Os pais não estão olhando seus filhos gêmeos,1,entailment,hypothesis
255,Um homem está descascando uma batata amarela,O homem está descascando uma batata,1,entailment,hypothesis
256,Um campo de futebol à beira-mar está deserto,O campo de futebol à beira-mar está desocupado,1,entailment,hypothesis
257,"Uma pessoa de blusa verde estampada está sentada em frente a uma grande árvore, usando óculos escuros e segurando o cabelo",A pessoa está usando óculos.,1,entailment,hypothesis
259,Uma reunião está ocorrendo virtualmente com a participação de várias pessoas apresentadas em formato de mosaico,"As pessoas estão se reunindo virtualmente, não fisicamente",1,entailment,hypothesis
263,Um gato preto está deitado em uma almofada,O gato preto não está correndo ao redor da casa.,1,entailment,hypothesis
264,Vários indivíduos se encontram em um campo de futebol para um torneio amador,Há pessoas no campo de futebol.,1,entailment,hypothesis
265,A senhora serviu um bule de chá aos seus convidados,A senhora serviu algo para seus convidados.,1,entailment,hypothesis
269,Leitos estão organizados separadamente por divisórias,Os leitos estão organizados com divisórias,1,entailment,hypothesis
272,Um estudo revela que a expectativa de vida diminui ao consumir mais de sete latas de cerveja por semana,Beber mais de sete latas de cerveja por semana afeta a expectativa de vida.,1,entailment,hypothesis
273,Vários pedaços de sushi estão sendo degustados por um homem,Um homem está comendo sushi,1,entailment,hypothesis
287,A pessoa é encorajada a explorar seu potencial e iniciar uma semana intensa de treinamento,A pessoa é encorajada a explorar seu potencial e iniciar uma semana de treinamento,1,entailment,hypothesis
289,Uma mulher está abotoando um casaco,A mulher está abotoando um casaco.,1,entailment,hypothesis
292,O atleta está participando de um arremesso de peso em uma olimpíada,O atleta está participando da olimpíada,1,entailment,hypothesis
293,Uma mulher está praticando ioga ao pôr do sol na areia,A mulher está fora de casa praticando ioga.,1,entailment,hypothesis
305,A garota está equilibrando-se em um monociclo sobre uma ponte de corda,A garota está sobre uma ponte de corda e em um monociclo,1,entailment,hypothesis
326,Uma costureira está modelando um tecido laranja em uma mesa de costura,A costureira está modelando um tecido azul.,2,neutral,hypothesis
327,Uma menina loira de vestido vermelho está saltando para fora de um balanço azul,Uma menina loira de vestido vermelho não está em nenhum balanço,2,neutral,hypothesis
328,Uma mulher está correndo acompanhada de um personal trainer,A mulher não está com um personal trainer,2,neutral,hypothesis
331,Uma mulher está espremendo uma espinha em seu rosto enquanto uma explicação ao lado detalha a formação de acnes,Uma mulher não está espremendo uma espinha no rosto,2,neutral,hypothesis
334,Membros do movimento estão formalizando uma solicitação contra o aumento das tarifas de ônibus,O movimento não está contra o aumento das tarifas de ônibus,2,neutral,hypothesis
336,Um garoto está calçando botas de neve e segurando um esqui azul ao lado de uma menina de blusa rosa e luvas roxas,Um garoto não está usando botas de neve e não está segurando esquis,2,neutral,hypothesis
337,Uma louça cheia de brigadeiros está sobre uma mesa de madeira,A mesa não está sem brigadeiros,1,entailment,hypothesis
338,O avião é visto na pista com o hangar ao fundo,O avião não está na pista,2,neutral,hypothesis
343,A chuva está caindo no rosto do garoto que está de casaco azul,O garoto de casaco azul não está seco,1,entailment,hypothesis
349,Os estudantes da turma posam juntos com um grande cartaz que contém informações sobre um campeonato,Os estudantes têm um cartaz,1,entailment,hypothesis
350,Um garotinho está usando uma camiseta azul e está correndo em um parque infantil,O garotinho não está parado,2,neutral,hypothesis
351,"A frigideira contém queijo, bacon, milho e frango",A frigideira não está vazia,1,entailment,hypothesis
353,"Dois gatos, um cinza e outro laranja, estão brincando despreocupadamente juntos no quintal",Há gatos brincando no quintal.,1,entailment,hypothesis
361,Uma drusa de cristal enfeita a escrivaninha,A escrivaninha não é desprovida de qualquer enfeite.,1,entailment,hypothesis
362,Não há nenhuma mulher lendo um livro sob a sombra de uma árvore em uma tarde de primavera,Não há mulher alguma lendo um livro sob a sombra de uma árvore em uma tarde de primavera,1,entailment,hypothesis
363,Da janela se vê uma chaminé branca e vermelha liberando fumaça,Há uma chaminé liberando fumaça vista da janela.,1,entailment,hypothesis
368,Uma menina jovem está dançando e tocando o piano,Uma menina jovem não está sentada em silêncio,1,entailment,hypothesis
369,O músico está de pé afinando seu violino diante da orquestra,Há um músico afinando seu violino,1,entailment,hypothesis
370,"Várias crianças estão de mãos dadas em três fileiras, simbolizando os jovens beneficiados pelo projeto",Algumas crianças estão de mãos dadas.,1,entailment,hypothesis
378,"A pessoa está tirando uma selfie com a cabeça raspada, um braço apoiado nela e usando batom azul","A pessoa não está tirando uma foto com seus longos cabelos soltos, sem batom",1,entailment,hypothesis
382,Uma mulher está escalando uma cerca baixa,Uma mulher não está pulando de uma cerca alta,1,entailment,hypothesis
384,Canecas de chope estão sendo brindadas,"As canecas de chope não estão sendo brindadas, elas estão em uma prateleira",1,entailment,hypothesis
385,Indivíduos vestindo roupas de frio estão sendo fornecidos com máscaras pela equipe do governo local,Alguns indivíduos estão recebendo máscaras da equipe do governo local,2,neutral,hypothesis
386,Uma prova está sendo realizada em uma sala de aula,Existem atividades ocorrendo na sala de aula,1,entailment,hypothesis
393,Diversos sabores de refeições congeladas estão disponíveis para venda,Algumas refeições congeladas estão disponíveis para venda,2,neutral,hypothesis
394,Um mini espantalho é feito de palha e retalhos,O mini espantalho não é feito de metal e vidro,1,entailment,hypothesis
397,Ciclistas não estão pedalando em fila pela montanha acima,Os ciclistas não estão alinhados enquanto sobem a montanha.,1,entailment,hypothesis
402,As crianças ajudaram na limpeza do pátio da escola e os professores estão felizes por isso,Algumas crianças participaram da limpeza do pátio da escola.,2,neutral,hypothesis
403,Uma criança está deslizando pela areia dourada,A criança não está deslizando no gelo,1,entailment,hypothesis
405,Não tem nenhuma mulher interferindo,Não há mulher alguma interferindo,1,entailment,hypothesis
408,Uma modelo posa com a mão esquerda no rosto vestindo um macaquinho floral,A modelo está posando para a foto,1,entailment,hypothesis
411,Os homens e as mulheres estão sendo reunidos próximos às mesas ao livre,Nem todos estão se reunindo em um ambiente fechado.,2,neutral,hypothesis
412,Uma criança está pintando usando a boca durante uma oficina,A criança está pintando.,2,neutral,hypothesis
415,Um gato preto não está comendo ração do prato,O gato preto não está comendo ração do prato.,1,entailment,hypothesis
417,A janela da sala de estar está fechada.,A cortina da sala de estar não está balançando com a brisa.,1,entailment,hypothesis
418,Um carro está de cabeça para baixo em meio ao caos,O carro não está estacionado corretamente em um local tranquilo,1,entailment,hypothesis
421,Duas meninas estão relaxando na areia à beira do mar,As meninas não estão se exercitando na academia,1,entailment,hypothesis
422,Várias pessoas estão navegando em um caiaque,Alguém está praticando esportes aquáticos.,2,neutral,hypothesis
423,Uma mulher está picando alho,A mulher não está descansando.,1,entailment,hypothesis
425,Não tem nenhuma mulher bebendo café,Nenhuma mulher está tomando café.,1,entailment,hypothesis
431,Um donut é recheado com brigadeiro e coberto com creme de baunilha,O donut tem creme de baunilha na cobertura,1,entailment,hypothesis
432,Os atletas estão manipulando a bola de vôlei,Os atletas não estão jogando basquete,1,entailment,hypothesis
434,Um flyer anuncia o lançamento de vendas online de uma marca de roupas,A marca de roupas não está encerrando suas atividades online.,1,entailment,hypothesis
435,Não há nenhuma mulher batendo uma panela sobre o fogão no quintal,Nenhuma mulher está cozinhando no quintal usando uma panela no fogão,1,entailment,hypothesis
436,Nenhum garoto de bermuda está surfando nas ondas,Não há garoto de bermuda surfando nas ondas,1,entailment,hypothesis
438,A cada compra o cliente recebe dois cupons de desconto,O cliente não recebe mais que um cupom de desconto após a compra,2,neutral,hypothesis
441,"Três braceletes de argolas nas cores dourada, prata e rosê estão no braço da mulher",A mulher não está usando alguns braceletes.,2,neutral,hypothesis
443,Uma menina com características indígenas está sentada,A menina não está em pé.,1,entailment,hypothesis
445,Não há nenhum coelho saltando buracos,Não há coelhos alegremente saltando buracos.,1,entailment,hypothesis
450,Um polvo é visto no fundo do mar,Polvos são vistos no fundo do mar.,2,neutral,hypothesis
455,Uma mulher no palco está tocando fervorosamente seu violão,A mulher no palco não está assistindo ao espetáculo.,1,entailment,hypothesis
458,A escritora está procurando alguém para dispensar o editor do seu livro,A escritora não está insatisfeita com o trabalho do editor do seu livro,2,neutral,hypothesis
461,A pizza não está sendo cortada pelo homem,O homem não está cortando a pizza,1,entailment,hypothesis
463,Uma guitarra está sendo dedilhada por um músico,Um músico não está tocando piano,2,neutral,hypothesis
467,"Uma corrente e um pingente, ambos banhados a ouro, possuem pedras de zircônia incrustadas",A corrente e o pingente não são de prata e têm pedras incrustadas,1,entailment,hypothesis
472,Uma cadela está se divertindo com folhas e demonstrando um comportamento travesso,A cadela não está sem brincar com as folhas,1,entailment,hypothesis
474,O secretário de saúde do Estado está dando entrevista,O ministro da saúde do país não está dando uma entrevista.,2,neutral,hypothesis
477,A mulher não está pintando uma tela de tecido,A mulher não está pintando um quadro de tecido,1,entailment,hypothesis
479,Um lagarto está posicionado sobre um afloramento rochoso cercado por galhos secos,O lagarto não está em uma floresta úmida e densa,1,entailment,hypothesis
480,"Uma taça de milkshake é decorada com flocos, tubetes e chantilly",A taça de milkshake não está vazia.,1,entailment,hypothesis
488,Visitantes e pesquisadores estão presentes no sítio geológico,O sítio geológico não está vazio.,1,entailment,hypothesis
490,Quatro potes de geléia de tomate estão dispostos na mesa da cozinha,Há potes de geléia na mesa da cozinha,1,entailment,hypothesis
491,Uma mão é vista descartando uma garrafa de plástico em uma lixeira,Uma mão não é vista retirando uma garrafa de plástico de uma lixeira,1,entailment,hypothesis
492,Um ciclista sem colete reflexivo está parado em uma bicicleta vermelha ao lado da ciclovia,Um ciclista não está usando um colete reflexivo enquanto pedala na ciclovia,1,entailment,hypothesis
493,"Utensílios de cozinha, incluindo tábuas, porta copos e taças, estão sobre a mesa",A mesa não está vazia.,1,entailment,hypothesis
496,Na sala há um quadro com uma linda pintura,Há alguma arte na sala,1,entailment,hypothesis
499,Uma mulher está caminhando sob a neve,A mulher não está sentada quentinha em casa.,1,entailment,hypothesis
502,Alunos estão nos corredores do colégio apresentando seus trabalhos de Ciências,Há alunos apresentando trabalhos de Ciências no colégio,1,entailment,hypothesis
504,Uma mãe e seu filho estão sorrindo juntos para celebrar o aniversário do filho,A mãe e o filho não estão tristes no aniversário do filho.,1,entailment,hypothesis
505,Uma nota pública foi escrita pelo político sobre o acidente sofrido,O político comentou sobre o acidente,1,entailment,hypothesis
512,O homem não está misturando molho em uma tigela,O homem não está misturando um molho em uma tigela,1,entailment,hypothesis
515,Uma pesquisa revela que o maior fator de estresse no ambiente de trabalho é a descoberta de um erro cometido,A pesquisa não indica que a principal fonte de estresse no trabalho é a sobrecarga de tarefas,2,neutral,hypothesis
518,Um menino de camisa azul está correndo imprudentemente ao redor da piscina,O menino de camisa azul não está sentado calmamente ao lado da piscina,1,entailment,hypothesis
519,Os filhos da pessoa estão aproveitando as férias brincando com amigos e comendo pipoca,Os filhos da pessoa não estão estudando nem mesmo durante as férias,1,entailment,hypothesis
521,Não há nenhuma mulher loira com chapéu de palha em pé ao lado de um carrinho de sorvete,Não há nenhuma mulher loira de chapéu de palha vendendo sorvete,1,entailment,hypothesis
522,"Uma cumbuca preta contém nhoque de batata doce com ragu de rabada, agrião e brotos por cima",A cumbuca preta não está vazia,1,entailment,hypothesis
523,Um pesquisador vestindo uma luva cirúrgica está segurando um tubo de ensaio e colhendo uma amostra de água,Um pesquisador usando luvas está segurando um tubo de ensaio e colhendo uma amostra de sangue,2,neutral,hypothesis
525,Eu e minha mãe tiramos uma selfie enquanto ela segurava um buquê de flores amarelas,Uma foto foi tirada.,1,entailment,hypothesis
526,Um pedaço de pão está sendo comido tranquilamente por um pássaro,O pedaço de pão não está intacto,1,entailment,hypothesis
527,Oito momentos de um jogo de boliche na capital foram compartilhados com colegas e seus familiares,Alguns momentos do jogo de boliche na capital foram compartilhados com colegas e familiares,1,entailment,hypothesis
531,O cachorro está correndo atrás da bola no parque,O cachorro não está dormindo no parque,1,entailment,hypothesis
532,O ministro da saúde é mostrado,O ministro da saúde não está se escondendo,1,entailment,hypothesis
534,Não tem nenhum gato arranhando um sofá,Nenhum gato está arranhando um sofá,1,entailment,hypothesis
537,Uma pantera está se movendo silenciosamente,A pantera não está fazendo muito barulho,1,entailment,hypothesis
539,Uma chaminé de fábrica está emitindo resíduos,A chaminé da fábrica não está limpa e sem emissões,1,entailment,hypothesis
542,O gato está comendo ração de um prato,O gato está comendo alguma coisa.,1,entailment,hypothesis
543,Uma taça contendo um drink de morango está posicionada sobre uma mesa preta de madeira,A taça com o drink de morango não está no chão.,1,entailment,hypothesis
554,Duas crianças estão se divertindo juntas no parquinho,As crianças não estão sozinhas em casa.,1,entailment,hypothesis
556,Um escorredor de louça de dois andares com vários compartimentos está localizado acima das pias,O escorredor de louça não está na sala de jantar.,1,entailment,hypothesis
557,"Vários idosos estão acomodados nos bancos do parque, contemplando o pôr do sol",Há idosos sentados nos bancos do parque,1,entailment,hypothesis
558,"Eu e minha noiva tiramos uma selfie durante nosso casamento, junto com fotos de família",As fotos do casamento incluem a noiva e o noivo.,1,entailment,hypothesis
561,Uma mulher está parada diante de um espelho,Uma mulher está parada diante de um espelho,1,entailment,hypothesis
564,Uma animação mostra um jornal emergindo de um celular branco segurado na mão,A animação mostra um celular,1,entailment,hypothesis
565,Um empreendedor sorridente está segurando um tablet,O empreendedor não está com as mãos vazias.,1,entailment,hypothesis
570,As informações essenciais estão escritas no manual,As informações não cruciais estão no manual.,2,neutral,hypothesis
571,Nenhum pássaro está voando sob a chuva,Não há pássaros voando e a chuva parou,1,entailment,hypothesis
573,Panquecas estão servidas em um prato branco com detalhes de bolinhas verdes,Panquecas não estão servidas em um prato azul,1,entailment,hypothesis
576,A mulher está alimentando um pássaro à beira de um lago,A mulher não está alimentando um peixe à beira do lago.,1,entailment,hypothesis
578,Policiais prendem o motorista no local onde a carreta foi parada,O motorista foi detido no local.,1,entailment,hypothesis
582,Não há nenhuma mulher bebendo água,Nenhuma mulher está evitando beber água.,2,neutral,hypothesis
593,O homem está apoiado em um muro e está vestindo uma camiseta branca e jeans azul,O homem não está vestindo um terno e gravata.,1,entailment,hypothesis
595,Uma criança está correndo atrás de uma bola em um campo de futebol,A criança não está sentada quieta no campo de futebol,1,entailment,hypothesis
596,Duas mulheres com patins estão à beira de um lago congelado,Duas mulheres não estão nadando em um lago,1,entailment,hypothesis
600,Um par de tênis preto infantil é visto de cima para baixo,O par de tênis infantil não está escondido e é visto.,1,entailment,hypothesis
604,As mães estão segurando filhos no colo e uma delas está grávida,"Todas as mães não estão segurando seus filhos, e uma delas está grávida.",1,entailment,hypothesis
605,"Não há nenhuma mulher vestindo um vestido bordado de azul, em pé na varanda e cantando",Nenhuma mulher com um vestido bordado de azul está cantando na varanda,1,entailment,hypothesis
607,A mulher apaixonada é uma pintora de sonhos,A mulher apaixonada gosta de pintura.,1,entailment,hypothesis
608,"O homem está tocando uma gaita, que é diatônica, e assobiando",O homem não está silencioso,1,entailment,hypothesis
610,Duas equipes estão avidamente disputando uma partida de vôlei na praia,Duas equipes não estão jogando futebol na praia.,1,entailment,hypothesis
615,Brinquedos de tecido estão alinhados no chão de madeira pintada de branco,Nem todos os brinquedos estão em uma prateleira.,2,neutral,hypothesis
618,Um capelo e um diploma são representados em um desenho,O desenho tem tudo a ver com educação.,1,entailment,hypothesis
621,Uma orquídea roxa está em um vaso claro,O vaso contém algumas orquídeas,1,entailment,hypothesis
623,"O palco está pronto para a apresentação, com a cortina ainda fechada",A cortina do palco não está aberta.,1,entailment,hypothesis
626,Um homem está temperando um bife,Há alguém temperando um bife,1,entailment,hypothesis
630,Um cavalo não está bebendo água,Um cavalo não está se hidratando,1,entailment,hypothesis
631,Um gato está se espreguiçando no sofá,O gato não está dormindo na cama,1,entailment,hypothesis
632,Uma aluna está realizando um corte de cabelo em um homem,Um aluno está cortando o cabelo de um homem,2,neutral,hypothesis
634,A mulher está calmamente lendo um livro debaixo de um pinheiro,A mulher está parada embaixo de um pinheiro,2,neutral,hypothesis
635,Uma criança está se divertindo com seu carrinho de brinquedo,Uma criança está sorrindo porque seu carrinho de brinquedo está funcionando,2,neutral,hypothesis
636,Um gato branco na areia está correndo pela praia e perseguindo uma pena,O gato não está dormindo em casa,1,entailment,hypothesis
638,Uma mulher está treinando arco e flecha em um campo de tiro,A mulher está se exercitando fisicamente.,2,neutral,hypothesis
639,O treinador e dois jogadores comemoram abraçados após marcarem o gol da vitória,O treinador e dois jogadores não lamentam após marcarem o gol da vitória,1,entailment,hypothesis
641,Os jovens não estão vestindo moletons cinzas e não estão correndo,Os jovens não estão vestindo moletons cinzas,2,neutral,hypothesis
642,A pessoa tem uma cicatriz nas costas devido a uma cirurgia de escoliose,A pessoa passou por uma cirurgia.,1,entailment,hypothesis
644,Um estudo afirma que jogar videogame exige mais engajamento intelectual e criatividade do que a leitura de um livro,Jogar videogame não exige tanto engajamento intelectual e criatividade quanto ler um livro,2,neutral,hypothesis
645,Uma ave com olhos e bico vermelhos possui penas de cor azul vibrante,A ave tem penas azuis.,1,entailment,hypothesis
651,Uma antiga estante de farmácia exibe frascos e potes pertencentes daquela época,A estante de farmácia tem itens antigos.,1,entailment,hypothesis
655,Uma garota está dançando sob a chuva no campo,A garota não está dançando dentro de casa onde está seco.,1,entailment,hypothesis
