index,premise,hypothesis,label,readable_label,negated_part
2965,A mulher está sentada na arquibancada da pista de atletismo.,A mulher não está torcendo por ninguém na pista de atletismo.,2,neutral,hypothesis
5951,Nenhuma das mulheres está segurando um telescópio.,Uma mulher não está segurando um livro.,2,neutral,hypothesis
5771,Há uma pessoa digitando algo.,A pessoa não está digitando um e-mail.,2,neutral,hypothesis
4401,Uma mulher sorridente segura um objeto em forma de coração com um olhar apaixonado,A mulher sorridente não tem cabelo loiro.,2,neutral,hypothesis
1332,"Diversas embalagens de álcool estão distribuídas em uma prateleira, enquanto uma mão segura uma garrafa de álcool líquido 70",O álcool líquido 70 não é usado para desinfetar as mãos.,2,neutral,hypothesis
6378,Crianças praticam poses de ballet juntas em uma aula de dança,Nenhuma criança está usando sapatilhas de ballet rosa,2,neutral,hypothesis
1504,A mulher é uma jornalista.,A mulher não tem uma filha pequena,2,neutral,hypothesis
4144,Uma mulher está meditando,A mulher não pratica yoga regularmente.,2,neutral,hypothesis
7895,O post fornece orientações sobre a compra de alimentos durante a pandemia do Covid-19,O post não foi escrito por um nutricionista.,2,neutral,hypothesis
5842,Um banner vertical está sendo usado para divulgar um evento,O banner vertical não é azul,2,neutral,hypothesis
5873,Uma mulher está em pé cercada por várias sacolas de ração para cachorro e gato,A mulher não está comprando ração para seus animais de estimação,2,neutral,hypothesis
1983,O edifício está em chamas,Não há um vaso de flores na entrada do edifício,2,neutral,hypothesis
5095,Porções individuais de camarão na moranga estão dispostas sobre a mesa,Não há uma toalha azul sobre a mesa,2,neutral,hypothesis
3770,Um coturno marrom com detalhes em verniz é usado pelo homem de farda,Um cachorro não está correndo pelo parque,2,neutral,hypothesis
1171,Duas mãos estão unidas pelo dedo mindinho dentro de um coração,As mãos não são de duas pessoas que estão namorando.,2,neutral,hypothesis
4935,A mulher está assistindo TV.,A mulher não está sentada no sofá,2,neutral,hypothesis
1606,Crianças estão se relacionando e interagindo,As crianças não estão comendo frutas,2,neutral,hypothesis
5517,A ave com penas coloridas está voando graciosamente,A ave não é um papagaio.,2,neutral,hypothesis
6713,Uma mulher está dançando fervorosamente,A mulher não dança salsa.,2,neutral,hypothesis
5389,As crianças estão nos brinquedos que estão sendo guardados na caixa de armazenamento,As crianças não estão usando roupas coloridas.,2,neutral,hypothesis
3233,A banda participa de um ensaio fotográfico,A banda não está se preparando para uma turnê mundial,2,neutral,hypothesis
395,O gato preto está quieto no jardim e não tem nada nas patas.,O gato preto não costuma dormir em cima do sofá.,2,neutral,hypothesis
6728,Não existe nenhuma mulher indicando uma casa,Não existe um homem indicando uma casa.,2,neutral,hypothesis
221,Uma pantera está rondando a área,Não há um coelho na área.,2,neutral,hypothesis
7131,O carro amarelo está estacionado na frente da casa,O carro estacionado na frente da casa não tem pneus novos.,2,neutral,hypothesis
4299,Uma garota está dançando balé graciosamente,A garota não tem cabelos loiros,2,neutral,hypothesis
3377,O garoto de óculos escuros gosta de nadar no mar.,O garoto de óculos escuros não tem um peixe de estimação,2,neutral,hypothesis
1264,A reunião foi realizada com a presença dos participantes,A reunião não foi longa.,2,neutral,hypothesis
721,Um homem está usando máscara e terno,O homem de máscara não está lendo um livro,2,neutral,hypothesis
2856,Uma mulher está posicionada no cume da montanha com o céu estrelado como pano de fundo,A mulher não está usando uma jaqueta de frio,2,neutral,hypothesis
7483,Uma gatinha malhada de preto e branco está brincando no jardim,A gatinha malhada de preto e branco não gosta de comer peixe.,2,neutral,hypothesis
6609,Um violino está sendo protegido por um menino,O menino não está segurando um violino,2,neutral,hypothesis
3190,As bebidas do camarote são todas disponibilizadas em um sistema de open bar,O camarote não tem uma vista privilegiada do palco.,2,neutral,hypothesis
7671,Três adolescentes e um idoso estão andando na floresta.,Eles não estão procurando por cogumelos na floresta.,2,neutral,hypothesis
4199,O homem está folheando um bloco de notas,O homem não está escrevendo um poema em seu bloco de notas,2,neutral,hypothesis
7323,Um prato com espaguete à bolonhesa está sendo preparado na cozinha,O cozinheiro não ouviu jazz enquanto preparava o prato.,2,neutral,hypothesis
654,O rapaz fala ao celular enquanto caminha em círculos,O rapaz não está falando com sua mãe ao celular,2,neutral,hypothesis
2939,Uma criança está se alimentando de forma autônoma,A criança não está brincando em um parquinho,2,neutral,hypothesis
2033,A lua cheia brilha no céu noturno,A lua cheia não parece maior do que a lua crescente.,2,neutral,hypothesis
7191,Um gato preto está perseguindo um pássaro na frente da mulher de vestido,A mulher de vestido não está sorrindo.,2,neutral,hypothesis
7462,Uma caixa de cultivo contém vários pés de maconha sendo cultivados,A caixa de cultivo não é azul.,2,neutral,hypothesis
8122,Os shows duraram em média 45 minutos cada,O público não aplaudiu no final de cada show,2,neutral,hypothesis
4449,Uma abelha está pousada na flor de um pé de maconha,A abelha não está coletando néctar,2,neutral,hypothesis
6036,"A colmeia organizadora transparente foi preenchida com cintos enrolados, com dois cintos acomodados em cada fileira",A colmeia organizadora não pode ser facilmente transportada.,2,neutral,hypothesis
2031,Dois indivíduos estão desprezando a pintura valiosa na parede,Os indivíduos não estão pensando em comprar a pintura na parede.,2,neutral,hypothesis
318,Uma mulher está dançando flamenco com um vestido vermelho,A mulher não tem longos cabelos negros.,2,neutral,hypothesis
3514,Soldados estão alinhados se preparando para as atividades seguintes,Soldados não estão fazendo uma marcha militar,2,neutral,hypothesis
5662,Uma senhora de óculos é usada para alertar sobre a Degeneração Macular Relacionada à Idade,A senhora de óculos não gosta de ler livros,2,neutral,hypothesis
6712,"O cachorro está no colo do narrador, recebendo carinho enquanto é observado",O cachorro não gosta de brincar com sua bola favorita,2,neutral,hypothesis
3086,"Quatro recipientes plásticos abertos estão dispostos em uma superfície de madeira, com uma indicação de que eles não reterão mais odores",Os recipientes plásticos não estão dispostos em um suporte de madeira.,2,neutral,hypothesis
5351,"Dois meninos sem calças azuis estão sentados calmamente, não fazendo nada.",Dois meninos não estão sentados à sombra de uma árvore.,2,neutral,hypothesis
2098,A mulher está aplicando um batom rosa em frente a um espelho,A mulher não está se preparando para uma festa,2,neutral,hypothesis
8250,Vários mini brownies estão dispostos em um pratinho retangular amarelo,Os brownies não foram feitos por um chef confeiteiro.,2,neutral,hypothesis
7185,Não tem nenhum homem preparando café,Um jovem não está preparando um sanduíche.,2,neutral,hypothesis
7239,As atividades administrativas e de ensino serão retomadas na próxima segunda-feira,A cantina da universidade não servirá almoço na próxima terça-feira,2,neutral,hypothesis
3077,A criança está brincando e correndo,A criança não está feliz.,2,neutral,hypothesis
4037,"Um homem está sorrindo, revelando seus dentes perfeitamente alinhados",O homem não está usando óculos de sol enquanto sorri,2,neutral,hypothesis
4277,"Vários pacotes de cookies, bolos e brownies de chocolate estão dispostos sobre uma mesa","Não há uma garrafa de leite ao lado dos pacotes de cookies, bolos e brownies de chocolate.",2,neutral,hypothesis
7033,O senhor está cometendo erros ao dirigir.,O senhor não está ouvindo rádio enquanto dirige.,2,neutral,hypothesis
7892,O menino pediu uma casquinha com sorvete de chocolate para seu pai,O menino e seu pai não estão no parque brincando de bola,2,neutral,hypothesis
8026,Um artigo está aberto para leitura na tela de um tablet,O tablet não está em uma mesa de madeira,2,neutral,hypothesis
3663,Uma mulher está caminhando em uma floresta,A mulher não está ouvindo música enquanto caminha.,2,neutral,hypothesis
4920,A mulher está serenamente sentada próxima a um aquário de peixes,A mulher não está lendo um livro perto de um aquário de peixes.,2,neutral,hypothesis
4172,Um tutorial ao vivo sobre como fazer teatro de sombras em casa será realizado na praça principal,A praça principal não tem uma estátua de bronze de um cavalo.,2,neutral,hypothesis
5193,Um garoto trajando verde e preto caminha calmamente junto ao seu skate sob a luz do luar,Um garoto não está andando com seu cachorro sob a luz do luar,2,neutral,hypothesis
1034,Uma raposa está vasculhando a floresta habilmente,Uma raposa de pêlo vermelho não está se movendo pela floresta,2,neutral,hypothesis
1022,Uma mulher está usando uma embalagem óleo corporal,A embalagem do óleo corporal não tem um rótulo verde.,2,neutral,hypothesis
536,Um muro está pichado com a palavra revolução,O muro não é feito de tijolos vermelhos.,2,neutral,hypothesis
6548,Uma mulher está fervorosamente pintando uma tela,A mulher não está usando tinta azul.,2,neutral,hypothesis
4394,Uma reunião foi realizada ano passado,A reunião não foi produtiva,2,neutral,hypothesis
5758,Um chuveiro de praia está ligado a muito tempo,A água do chuveiro de praia não é salgada,2,neutral,hypothesis
2393,Um artesão brasileiro faz várias peças à mão sob encomenda,O artesão brasileiro não faz peças de cerâmica.,2,neutral,hypothesis
4875,A mulher está aplicando uma máscara multifuncional no rosto,A mulher não tem cabelos castanhos.,2,neutral,hypothesis
6293,Um veleiro está deslizando suavemente através das profundezas azuis do oceano sob a luz dourada do sol poente,O veleiro não tem um mastro alto e branco,2,neutral,hypothesis
7861,Uma mulher está levemente sorrindo e exibindo seu aparelho ortodôntico nos dentes,A mulher não está usando uma camiseta azul.,2,neutral,hypothesis
4342,Não há alguém cortando uma melancia,Não há suco de melancia na geladeira,2,neutral,hypothesis
5029,Uma aluna está sentada enquanto outros alunos assistem em pé,A aluna não está sentada em uma cadeira vermelha,2,neutral,hypothesis
3931,"Uma modelo está posando de lado, apoiada em uma parede, vestindo lingerie rosa claro",A modelo não tem cabelo loiro,2,neutral,hypothesis
3980,Um homem está realizando exercícios de musculação,O homem não está em uma academia,2,neutral,hypothesis
1487,O restaurante oferece deliciosos pratos assados e também faz entregas,O restaurante não possui um ambiente aconchegante.,2,neutral,hypothesis
4572,A garota está pintando um quadro artístico,A garota não está pintando um quadro abstrato,2,neutral,hypothesis
7798,"Na tela do dispositivo de música aparece o título da música, o nome da banda e o símbolo de uma playlist",A tela do dispositivo de música não está brilhante,2,neutral,hypothesis
1508,Um pé de maconha e sua flor são capturados,A maconha não é uma planta da família Cannabaceae.,2,neutral,hypothesis
7544,O skatista está usando um capacete enquanto desliza na pista.,O skatista não está usando tênis enquanto anda de skate.,2,neutral,hypothesis
602,"No último dia da promoção, a compra de quatro batons garante ao cliente uma bolsinha de crochê como brinde","No último dia da promoção, a compra de quatro batons não é feita.",2,neutral,hypothesis
6201,Um rio em um dia ensolarado está pronto para proporcionar um momento de relaxamento,Um rio em um dia ensolarado não está cercado por árvores verdes,2,neutral,hypothesis
4783,A cidade de São Paulo está com alto índice de poluição atmosférica,São Paulo não é a maior cidade do Brasil,2,neutral,hypothesis
5446,A mulher está vestindo uma roupa de mergulho vermelha,A mulher não tem cabelos loiros,2,neutral,hypothesis
3445,Uma pessoa está em posição de lótus meditando,Uma pessoa não está em silêncio na posição de lótus,2,neutral,hypothesis
189,Um estudo revela que jovens homossexuais têm cinco vezes mais probabilidade de cometer suicídio do que jovens heterossexuais,A depressão não é comum entre os jovens.,2,neutral,hypothesis
5072,O aparelho ao lado do menino ruivo cantando está funcionando,O menino ruivo não está cantando uma música de rock.,2,neutral,hypothesis
7525,Recém-nascidos porquinhos de olhos fechados são identificados como apenas bebês,Porquinhos recém-nascidos não são adoráveis,2,neutral,hypothesis
3481,Uma mulher está tocando piano.,A mulher não tem cabelos longos.,2,neutral,hypothesis
305,Botijões de gás estão empilhados,Os botijões de gás não estão sendo transportados.,2,neutral,hypothesis
6689,Uma mulher está caminhando a pé,A mulher não está carregando uma bolsa vermelha enquanto caminha,2,neutral,hypothesis
858,Uma mulher está dividindo um tronco com um machado,A mulher não está usando um chapéu enquanto trabalha.,2,neutral,hypothesis
7731,Uma mão feminina segura um cone de sorvete coberto farofa de amendoim,O sorvete de baunilha não é o sabor favorito da mulher,2,neutral,hypothesis
6735,Uma criança está brincando ao sol em uma tarde de primavera,A criança não está brincando com uma bola de futebol,2,neutral,hypothesis
5093,"Brigadeiros, churros e crème brûlée estão enfileirados em uma caixa",A caixa não é de cor branca.,2,neutral,hypothesis
371,Uma mulher está saboreando uma sobremesa,A sobremesa não é um sorvete de chocolate,2,neutral,hypothesis
7418,Anúncio de um sarau cultural dedicado à luta contra práticas manicomiais,A venda de ingressos do sarau cultural não vai começar no próximo fim de semana,2,neutral,hypothesis
4244,A mulher usa um lenço com estampas em tons pastel,A mulher não tem um guarda-roupa cheio de vestidos estampados.,2,neutral,hypothesis
7956,A seleção venceu o campeonato mundial e celebrou no pódio com o troféu erguido,A seleção não estava vestindo seu uniforme oficial durante a celebração no pódio.,2,neutral,hypothesis
1980,Não tem nenhum gato brincando de ioiô,Nenhum cachorro está brincando com uma bola.,2,neutral,hypothesis
697,O show contará com vários instrumentos musicais,O show não será realizado em um teatro ao ar livre.,2,neutral,hypothesis
5632,Uma mulher está executando uma manobra em uma prancha de skate no parque,Nenhum homem está andando de bicicleta no parque.,2,neutral,hypothesis
7704,Dois pássaros estão no tronco de uma árvore,Os pássaros não estão a procura de comida.,2,neutral,hypothesis
5235,Muitos indivíduos estão atravessando a linha limítrofe de um túnel,As pessoas não estão saindo de um evento na cidade.,2,neutral,hypothesis
750,Duas mulheres estão tocando violão e cantando para um público animado,As mulheres não são profissionais da música.,2,neutral,hypothesis
3294,Dois gatos pretos estão brincando na areia da praia,Os gatos pretos não estão caçando ratos na areia.,2,neutral,hypothesis
702,Uma mulher está fugindo de uma floresta em chamas,Uma mulher não está correndo em uma estrada rural,2,neutral,hypothesis
4175,Uma mulher está tendo seu olho esquerdo examinado por uma oftalmologista,A oftalmologista não é experiente,2,neutral,hypothesis
6987,Vários cachorros estão fantasiados para um baile de carnaval para pets em um shopping,Os cachorros não estão animados para participar de uma competição de fantasias,2,neutral,hypothesis
2474,Alunos estão em uma sala de aula com mesas distanciadas para prevenir a propagação da Covid-19,A sala de aula não tem um quadro negro grande na frente,2,neutral,hypothesis
3281,"Dois amigos estão sentados na praia, admirando o pôr do sol","Dois amigos não estão sentados na praia, conversando sobre a vida",2,neutral,hypothesis
8284,Um adolescente está preparado para nadar,O adolescente não está usando óculos de sol.,2,neutral,hypothesis
4081,Três garrafas do espumante estão alinhadas em formato de triângulo sobre uma mesa de madeira,A mesa de madeira não é de carvalho.,2,neutral,hypothesis
5020,O torneio de dominó da associação acontecerá a noite,Os membros da associação não gostam de jogar xadrez.,2,neutral,hypothesis
1407,Uma mulher está desfrutando do perfume de flores lilás com os olhos fechados,Uma mulher não está em um jardim com várias flores.,2,neutral,hypothesis
5715,Pessoas com deficiência intelectual estão felizes e sorridentes na sala de jogos,Não há brinquedos coloridos na sala de jogos onde pessoas com deficiência intelectual estão presentes,2,neutral,hypothesis
810,"Uma iguana está posicionada em um tronco de árvore, cercada por folhagens verdes",A iguana não é de cor verde e marrom.,2,neutral,hypothesis
5823,Os nadadores estão relaxando na praia,Os nadadores não estão lendo um livro,2,neutral,hypothesis
5010,Uma pesquisa indica que passar um tempo na natureza pode potencializar a criatividade,A pesquisa não indica que a natureza ajuda a relaxar,2,neutral,hypothesis
1219,O indivíduo que dirige o carro está fechando os olhos ao ver a colisão de outro motorista,O indivíduo que dirige o carro não tem um farol quebrado,2,neutral,hypothesis
4379,As mulheres estão colhendo sementes,As mulheres não estão colhendo sementes para plantar árvores.,2,neutral,hypothesis
1560,Sete sacos coloridos de ioga estão dispostos sobre uma mesa de madeira,Não há vela perfumada acesa ao lado da mesa,2,neutral,hypothesis
8155,O quarto possui uma cama de casal com colcha cinza e uma parede com pintura dividida em azul e branco,O quarto não tem uma janela com vista para o jardim.,2,neutral,hypothesis
8104,Uma vista aérea revela as folhas de uma planta,A imagem não mostra flores desabrochando na planta,2,neutral,hypothesis
1284,"A turma de estudantes está reunida ao ar livre, ao pé de uma estátua histórica",O professor não está ensinando aula de história para a turma de estudantes.,2,neutral,hypothesis
2443,Um menino moreno usando uma camiseta azul está sério e sem acessórios no cabelo,Um menino não está assistindo TV com uma camiseta azul,2,neutral,hypothesis
5374,Três gatos estão brincando juntos.,Os gatos não são todos da mesma raça.,2,neutral,hypothesis
3492,A couve pode trazer muitos benefícios para a saúde,A couve não é um vegetal verde escuro.,2,neutral,hypothesis
656,O homem está cortando cebolas,O homem não está usando uma faca para cortar algo,2,neutral,hypothesis
7368,Uma modelo aplica o batom nude e posa para uma foto,A modelo não está fazendo uma campanha de moda.,2,neutral,hypothesis
4028,O urso está no zoológico.,O urso não é um urso polar.,2,neutral,hypothesis
5957,Um skatista está realizando uma manobra aérea perto de um lago límpido,O skatista não é profissional.,2,neutral,hypothesis
2756,Um cachorro está correndo atrás de um disco voador,O cachorro não tem pelagem preta.,2,neutral,hypothesis
210,O religioso aconselha a não ignorar ou ser indiferente ao sofrimento alheio,O religioso não gosta de tocar piano nas horas vagas.,2,neutral,hypothesis
7133,O fumo foi triturado e está pronto para consumo,O café não foi moído e não está pronto para ser consumido,2,neutral,hypothesis
7263,"Um homem está sentado em uma pedra, com os braços abertos para o horizonte",O homem não está meditando na natureza,2,neutral,hypothesis
7063,A câmera de segurança do hotel registrou o momento do assalto,O hotel não tem um restaurante de luxo no térreo,2,neutral,hypothesis
1501,Um menino jovem está jogando areia fora de um balde vermelho no parquinho,Um menino jovem não está brincando com um caminhão de brinquedo no parquinho.,2,neutral,hypothesis
5455,A fachada da farmácia foi atingida por um princípio de incêndio,A parte interna da farmácia não está intacta.,2,neutral,hypothesis
3480,O homem prepara um contra filé orgânico para o almoço,O homem não gosta de ouvir música enquanto cozinha.,2,neutral,hypothesis
1257,"Um bebê usa uma fralda ecológica estampada em um dia ensolarado e quente, apesar do calor, sua pele está respirável",O bebê não está brincando em um tapete colorido.,2,neutral,hypothesis
6061,Alguém está comendo um doce,Ninguém está comendo um bolo de chocolate,2,neutral,hypothesis
1146,Um jovem barbudo e de óculos sorri levemente enquanto olha para a tela de um notebook,O jovem barbudo não está usando uma camiseta azul.,2,neutral,hypothesis
2583,Soldados estão enfileirados e cabanas estão montadas em uma rua,Nenhum soldado está segurando uma bandeira.,2,neutral,hypothesis
7006,Uma mulher está sobre uma colina muito além de alguns edifícios e está sentada em uma postura relaxada,A mulher não está usando um casaco azul,2,neutral,hypothesis
6253,Ninguém está pintando o quadro e sorrindo,Nenhum artista está esculpindo uma estátua e sorrindo.,2,neutral,hypothesis
8277,O cão marrom e dourado não consegue segurar objetos no focinho.,O cão marrom e dourado não gosta de brincar na grama.,2,neutral,hypothesis
5218,A camiseta verde do menino tem um desenho de um super-herói.,O menino com a camiseta verde não está brincando no parque.,2,neutral,hypothesis
5699,"Um servidor uniformizado está de pé, segurando uma máscara e mostrando caixas cheias de várias outras máscaras",O servidor não está cansado.,2,neutral,hypothesis
5927,Uma mulher em uma jaqueta amarela está focada na tela do seu notebook,A mulher em uma jaqueta amarela não está tomando café enquanto trabalha em seu notebook,2,neutral,hypothesis
556,Uma mão está guardando um copo térmico no bolso frontal de uma bolsa,A bolsa na qual o copo está sendo guardado não é de cor azul.,2,neutral,hypothesis
4946,As duas meninas estão usando vestidos verdes,As meninas não têm cabelo castanho.,2,neutral,hypothesis
7386,Os jogadores não estão sendo repreendidos pelo treinador.,Os jogadores não estão fazendo um aquecimento antes do jogo.,2,neutral,hypothesis
7859,Há um gato descansando na rua.,Não existe um cão correndo na calçada.,2,neutral,hypothesis
4286,A medida provisória que adia o reajuste de servidores foi publicada,A medida provisória que não altera as regras de tributação foi publicada.,2,neutral,hypothesis
7474,"A pessoa está deitada na cama, segurando uma taça e pensativa com a mão no queixo",A pessoa não está com sede.,2,neutral,hypothesis
7737,A mulher ao lado do carrinho de sorvete é morena,A mulher ao lado do carrinho de sorvete não está usando um vestido azul,2,neutral,hypothesis
2846,No mercado encontram-se peças de salame inteiras ou fatiadas,O salame não é um dos produtos mais vendidos no mercado,2,neutral,hypothesis
4122,Todos estão se reunindo em um ambiente fechado.,A reunião não é para celebrar um aniversário.,2,neutral,hypothesis
1564,Uma igreja histórica e católica de cor verde possui um letreiro lateral,A igreja não tem bancos de madeira.,2,neutral,hypothesis
1997,Uma mulher não está lendo o jornal,Uma mulher não está assistindo televisão,2,neutral,hypothesis
4314,O homem está pintando um quadro.,O homem não está usando uma camiseta branca.,2,neutral,hypothesis
5101,Nenhuma mulher está tocando piano.,As mulheres não estão cantando.,2,neutral,hypothesis
3085,Uma mão está segurando um pote de remédios com a instrução de armazená-los corretamente,A mão que segura o pote de remédios não está tremendo,2,neutral,hypothesis
5067,Um cliente sorridente está usando seu celular enquanto conversa com um amigo,O cliente não está planejando assistir a um filme mais tarde.,2,neutral,hypothesis
6496,Uma mão está segurando dinheiro,A mão não está segurando uma nota de cinquenta reais,2,neutral,hypothesis
7359,A massagista usa óleo com um aroma relaxante,A massagista não tem as mãos fortes e experientes,2,neutral,hypothesis
2714,Uma flor de girassol solitária no jardim,O jardim não é mantido por um jardineiro experiente.,2,neutral,hypothesis
6847,A mulher não está comendo nada,A mulher não está bebendo um copo de água,2,neutral,hypothesis
3260,Um garoto pequeno de tênis vermelho está correndo no parque,O garoto não está correndo para encontrar seus amigos.,2,neutral,hypothesis
1265,A pessoa está vestindo um kimono preto de meia manga,A pessoa não está usando um chapéu,2,neutral,hypothesis
2820,"Um gato preto e branco está pulando sobre uma cerca azul, verde e cinza",A cerca não tem aparência antiga.,2,neutral,hypothesis
5523,Um balde com gelo contém latas de guaraná e está sobre uma toalha xadrez,A toalha xadrez não é de cor azul e branca.,2,neutral,hypothesis
3765,"O homem está deitado na cama, descansando",O homem não tem um gato preto,2,neutral,hypothesis
2001,Uma mulher jovem está usando máscara em um estabelecimento de saúde pública,A mulher jovem não tem cabelos castanhos,2,neutral,hypothesis
5388,A parte interna do ônibus está sendo mostrada,O ônibus não está em movimento,2,neutral,hypothesis
1398,O garçom segura uma bandeja com vários drinks em copos de cristais,O garçom não está servindo drinks em uma festa de casamento.,2,neutral,hypothesis
6549,Um homem jovem com cabelo castanho e sem relógio está chorando.,O homem jovem não recebeu uma notícia ruim.,2,neutral,hypothesis
6945,Uma mão está segurando uma latinha de guaraná,A lata de guaraná não está gelada.,2,neutral,hypothesis
6142,A pessoa está realizando um voo de asa delta com um instrutor,A pessoa não está se divertindo muito no voo de asa delta.,2,neutral,hypothesis
4392,Uma senhora idosa está descansando em uma cadeira de balanço,A cadeira de balanço não é de madeira.,2,neutral,hypothesis
7017,"Duas pessoas estão em uma rua devastada, com uma delas montada em uma moto",Nenhuma das pessoas na rua devastada está usando um capacete.,2,neutral,hypothesis
1339,Um paciente está interagindo com um médico,O médico não tem olhos azuis.,2,neutral,hypothesis
2875,"Uma moça veste um macaquinho salmão com detalhes brancos e ao seu lado no chão, um cachorrinho a acompanha",A moça não gosta de animais,2,neutral,hypothesis
3602,Um homem está sendo mordido por um lobo,O homem não está na floresta,2,neutral,hypothesis
276,Os jogadores estão em um campo com uma plateia entusiasmada assistindo,A bola usada no jogo não é azul.,2,neutral,hypothesis
2150,"Uma modelo negra com cabelos escuros está vestindo uma blusa branca de um ombro só, com uma manga volumosa","A modelo, que é negra e tem cabelos escuros, não está usando um jeans azul escuro.",2,neutral,hypothesis
5156,Uma pesquisa afirma que o consumo de vinho tinto pode diminuir o nível de estresse,Vinho tinto não é uma bebida alcoólica.,0,contradiction,hypothesis
2934,Um gato preto e um gato branco estão descansando melancolicamente no telhado,Não tem um peixe no aquário,2,neutral,hypothesis
5524,Uma mãe está orientando sua filha enquanto ela desenha,A filha não tem um irmão mais novo.,2,neutral,hypothesis
313,Um homem está repousando seus pés em uma poltrona,O homem não está lendo um livro.,2,neutral,hypothesis
8337,Duas garrafas de vinho estão posicionadas à frente de sua caixa de madeira,As garrafas de vinho não são de um vintage de 1997,2,neutral,hypothesis
5237,Uma senhora com cabelos enrolados está segurando um sinal de papelão dobrado e tem uma mala antiga ao seu lado.,A senhora não está esperando por um ônibus,2,neutral,hypothesis
2317,Uma mulher está despejando grãos de café em um moedor manual,Uma mulher não está tomando café da manhã na cozinha,2,neutral,hypothesis
6149,Um estudo revela que as pessoas tendem a se preocupar mais com os cães do que com outros seres humanos,As pessoas não adotam cães com frequência.,2,neutral,hypothesis
6941,Carne está sendo assada em uma churrasqueira,A carne não é de porco.,2,neutral,hypothesis
8004,O vinho está sendo servido na taça pelo homem,O vinho não é um Malbec de 2009.,2,neutral,hypothesis
6432,"A questão levantada sugere que as perturbações diárias possam ser equilibradas através de práticas como comer, fazer sexo ou fazer compras",As pessoas não procuram maneiras de equilibrar suas perturbações diárias com frequência.,2,neutral,hypothesis
6307,Uma estrada em um dia ensolarado é acompanhada por uma única árvore à esquerda,A árvore ao lado da estrada não é um carvalho.,2,neutral,hypothesis
3087,Três comprimidos brancos e três cápsulas coloridas estão presentes,Os comprimidos não são para dor de cabeça.,2,neutral,hypothesis
8278,A Feira do Livro é aberta por seu patrono oficial,A Feira do Livro não tem uma grande variedade de livros à venda.,2,neutral,hypothesis
2678,O skatista está usando tênis vermelho,O skatista não está na pista de skate.,2,neutral,hypothesis
2470,Um grupo de pessoas está sentado em círculo,As pessoas não estão conversando sobre política.,2,neutral,hypothesis
1084,Vários jovens estão tocando guitarra para o vídeo,Os jovens não têm um estúdio de gravação profissional,2,neutral,hypothesis
2136,Um trator está removendo lixo irregular,O trator não é de cor amarela.,2,neutral,hypothesis
1024,"Um garoto de moletom, que é verde, está levantando o seu pé",O garoto não tem uma bola de futebol.,2,neutral,hypothesis
7960,O presidente está cumprimentando seus eleitores,O presidente não está usando um terno azul,2,neutral,hypothesis
1435,Não há ninguém escalando o pico nevado.,O pico nevado não é tão alto.,2,neutral,hypothesis
2721,Criptas estão situadas à esquerda na esquina de uma rua arborizada dentro de um cemitério,As criptas no cemitério não estão rodeadas por árvores antigas.,2,neutral,hypothesis
8231,Atletas estão lutando em uma partida enquanto crianças vestindo kimono assistem,As crianças não estão aprendendo a lutar,2,neutral,hypothesis
4166,Uma mulher está dirigindo um carro,Uma mulher não está ouvindo música no carro,2,neutral,hypothesis
