index,premise,hypothesis,label,readable_label,negated_part
95,Três panos de prato sem estampas natalinas estão dobrados,Existem panos de prato com estampas natalinas dobrados,0,contradiction,premise
101,Nenhum personagem do filme fez sucesso algum,O personagem do filme foi bem recebido pelo público,0,contradiction,premise
112,Nenhuma gaivota está voando sobre as ondas do oceano,A gaivota está voando acima da água do mar,0,contradiction,premise
114,Há algumas pessoas girando o dial de um rádio antigo,O rádio antigo não está sendo usado por alguém.,0,contradiction,premise
119,Nenhuma pessoa está navegando em um caiaque,Um grupo de indivíduos está praticando caiaque.,0,contradiction,premise
122,Nenhuma mulher está apresentando um monólogo extremamente divertido com uma dançarina de balé no meio de uma plateia entusiasmada,Está acontecendo uma apresentação de monólogo por duas mulheres e é muito engraçada.,0,contradiction,premise
124,Leitos não estão organizados separadamente por divisórias,Há divisórias entre os leitos,2,neutral,premise
125,A atleta não ganhou a medalha de bronze nos Jogos Paralímpicos,A atleta conquistou uma medalha nos Jogos Paralímpicos,2,neutral,premise
134,A garotinha não está usando um vestido azul ou sorrindo,Uma criança vestida de azul está feliz,0,contradiction,premise
136,O palácio do governo está fechado a visitações,As pessoas podem visitar o palácio do governo.,0,contradiction,premise
142,Uma mulher está remendando um casaco com uma tesoura,A pessoa está cortando um casaco com uma tesoura,0,contradiction,premise
143,Uma costureira não está modelando um tecido laranja em uma mesa de costura,A costureira está trabalhando com um tecido de cor laranja.,0,contradiction,premise
145,Ao lado da casa não há uma pequena lavoura de feijão,Existe uma lavoura de feijão ao lado da casa,0,contradiction,premise
152,A fragrância com embalagem transparente e tampa dourada não está posicionada sobre uma textura e folhas douradas,A fragrância está em cima de uma textura e folhas douradas.,0,contradiction,premise
153,A pessoa não tem o cabelo preso em um rabo de cavalo com alguns cachos soltos ao redor da testa,Alguém tem cachos soltos ao redor da testa,2,neutral,premise
157,Um gato está fugindo do sol na varanda,O gato está aproveitando o sol na varanda,0,contradiction,premise
158,O indulto para condenado por corrupção não poderá ser proibido,Existe a possibilidade de proibição do indulto para condenados por corrupção.,0,contradiction,premise
162,A afirmação nega que é possível realizar um treinamento intenso mesmo estando em casa,O treinamento intenso pode ser feito em casa,0,contradiction,premise
163,Duas mulheres sem patins estão à beira de um lago congelado,Existem pessoas prontas para andar de patins em um lago congelado,0,contradiction,premise
169,"Duas mulheres, um homem e duas pequenas meninas não estão presentes ao ar livre de uma larga praça, diante de uma multidão de espectadores","Um grupo de cinco pessoas, sendo duas delas crianças, está reunido em uma praça grande com muitos espectadores ao redor.",0,contradiction,premise
175,Existem mulheres gritando,O ambiente está livre de gritos de mulheres,0,contradiction,premise
177,Dois gatos não estão se divertindo no jardim cheio de flores,Os gatos estão brincando ao ar livre,0,contradiction,premise
178,Caixas de vacinas ainda estão armazenadas,Vacinas estão sendo retiradas de seu meio de transporte,0,contradiction,premise
181,O cachorro está ignorando o gato no jardim,O gato está sendo perseguido por um cachorro.,0,contradiction,premise
191,Não há mão segurando uma casquinha de sorvete de dois sabores,Uma casquinha de sorvete de dois sabores está sendo segurada por uma mão,0,contradiction,premise
196,Um garotinho não está usando uma camiseta azul e não está correndo em um parque infantil,Há um menino correndo em um playground vestindo uma camiseta azul,0,contradiction,premise
197,Um homem não está assando peixe,Peixe está sendo preparado na churrasqueira por um homem,0,contradiction,premise
201,Uma pessoa não está envolvida em estudos,Alguém está aprendendo algo.,0,contradiction,premise
207,Não há lagarto posicionado sobre um afloramento rochoso cercado por galhos secos,Existe um lagarto em um local rochoso com galhos secos ao redor,0,contradiction,premise
208,Uma rua é composta por várias casas de cor única vistas de frente,As casas vistas de frente são coloridas,0,contradiction,premise
209,"Depois de um dia de pesca, o pescador visualiza a praia sem coqueiros para onde não volta",O pescador está retornando para a praia após a pesca.,0,contradiction,premise
210,Nenhuma garrafa de vinho tinto está disposta sobre uma mesa de madeira,Há vinho tinto em cima de uma mesa,0,contradiction,premise
214,Uma mulher está parada sob a neve,A mulher está se movendo ao ar livre.,0,contradiction,premise
216,Uma mulher está segurando um jarro fechado de calda de chocolate ao lado de um bolo esfarelado,O bolo está sendo coberto com calda de chocolate.,0,contradiction,premise
217,Duas crianças estão sentadas e entediadas no parquinho,Há crianças brincando no parquinho.,0,contradiction,premise
219,Há alguém lavando o carro,O carro não está sendo lavado,0,contradiction,premise
220,"Um mini hambúrguer artesanal de carne bovina é servido sem palito gourmet, apenas com tomate cereja",O mini hambúrguer artesanal é acompanhado de vegetais,2,neutral,premise
221,Um bolo comemorativo está sendo comprado na confeitaria,Um bolo está sendo preparado na confeitaria para uma celebração,2,neutral,premise
222,Os pés de uma modelo estão descalços sem sapatos de verniz,A modelo está usando sapatos de verniz.,0,contradiction,premise
223,Um pequeno garoto oriental não está sentado além do grupo e não está se divertindo com um pião,Um menino asiático está brincando com um pião longe do grupo,0,contradiction,premise
224,Vários educadores não se reúnem para iniciar um projeto,Um grupo de educadores está começando um projeto,0,contradiction,premise
227,Depois do almoço não foi servido uma sobremesa de sorvete de creme,Sorvete de creme foi servido.,0,contradiction,premise
229,"Uma mulher negra, com uma expressão séria, não está encostada em um objeto vermelho",Uma pessoa com uma expressão séria está encostada em um objeto vermelho,0,contradiction,premise
230,Eu e minha mãe não tiramos uma selfie enquanto ela segurava um buquê de flores amarelas,Minha mãe e eu temos uma foto juntas com um buquê de flores amarelas.,0,contradiction,premise
232,Duas mulheres não são personagens centrais desta obra de arte,A obra de arte é focada em duas mulheres,0,contradiction,premise
242,Uma mulher não está se expressando com um piano,Uma mulher está tocando piano,0,contradiction,premise
243,Há um cachorro pulando a cerca com uma bola,A cerca não está sendo pulada por um cachorro com uma bola,2,neutral,premise
250,Um senhor de 50 anos não está sorrindo com alegria,O homem de meia-idade está expressando felicidade através de seu sorriso.,0,contradiction,premise
251,Uma criança não está alimentando um pato amarelo com migalhas de pão na beira do lago,O pato amarelo está sendo alimentado com migalhas de pão por uma criança.,0,contradiction,premise
253,Existe uma mulher descascando algumas batatas agilmente com um descascador,Nenhuma mulher está usando um descascador para descascar batatas de maneira ágil,0,contradiction,premise
260,A mulher está pintando uma tela de tecido,A tela de tecido não está sendo pintada por uma mulher,0,contradiction,premise
261,Uma menina jovem não está dançando enquanto toca o piano,Uma menina jovem está tocando o piano,2,neutral,premise
262,"Um homem, que está de pé, não está declamando um poema e tocando flauta",Existe um homem tocando flauta e recitando versos,0,contradiction,premise
266,"Não há uma família reunida em casa, sentada no sofá",Pessoas estão juntas sentadas no sofá de uma casa.,2,neutral,premise
268,Panquecas não estão servidas em um prato branco com detalhes de bolinhas verdes,Panquecas estão em um prato com detalhes verdes,2,neutral,premise
271,Uma mulher não está apresentando uma palestra em um palco,Uma palestra está sendo apresentada por uma mulher no palco,0,contradiction,premise
274,Um prato do restaurante não contém filé de salmão acompanhado de batatas,O restaurante está servindo filé de salmão com batatas,0,contradiction,premise
275,Dois amigos não estão relaxando à sombra de uma árvore em uma tarde ensolarada,Há dois amigos sob uma árvore.,2,neutral,premise
276,"Uma árvore de grande porte não tem um risco iminente de queda, colocando a população em perigo",A população está em perigo devido ao risco de queda de uma árvore de grande porte.,0,contradiction,premise
278,Não há nenhuma raposa vermelha correndo em direção a um coelho branco na floresta coberta de neve,A raposa vermelha está perseguindo uma presa na floresta nevada.,0,contradiction,premise
280,Uma equipe de chefs não está exibindo seus pratos gourmet nem posando para a fotografia,A equipe de chefs preparou pratos gourmet para a fotografia.,0,contradiction,premise
281,Há uma mulher cozinhando macarrão,O macarrão não está sendo preparado por uma mulher.,0,contradiction,premise
282,Ninguém está derramando suco de laranja na mulher,A mulher está sendo molhada com suco de laranja.,0,contradiction,premise
284,Há um gato que é siamês e branco no jardim carregando um novelo de lã nas suas patas,Não tem um gato siamês e branco carregando um novelo de lã no jardim,0,contradiction,premise
286,Um homem de patins está no céu próximo a uma montanha,O homem de patins está em algum lugar que não é o céu próximo a uma montanha,0,contradiction,premise
291,Há uma mulher loira com chapéu de palha em pé ao lado de um carrinho de sorvete,Não há nenhuma loira de chapéu perto de um carrinho de sorvete,0,contradiction,premise
294,A pessoa não é encorajada a explorar seu potencial e iniciar uma semana intensa de treinamento,A pessoa está começando uma semana de treinamento intensivo,0,contradiction,premise
295,A energia elétrica deve ser interrompida durante a pandemia,"Durante a pandemia, a energia elétrica deve permanecer ininterrupta.",0,contradiction,premise
296,O gato não está comendo ração de um prato,O gato está se alimentando.,0,contradiction,premise
297,Duas crianças não estão sorrindo enquanto brincam no tapete da sala,As crianças estão brincando no tapete da sala.,0,contradiction,premise
298,Nenhuma cria de cachorro está com sede,Há filhotes de cachorro buscando água,0,contradiction,premise
299,Três gatinhos não estão se divertindo em um jardim florido,Gatinhos estão brincando entre flores,0,contradiction,premise
302,Uma criança não está correndo atrás de uma bola em um campo de futebol,Uma criança está perseguindo uma bola no campo de futebol,0,contradiction,premise
303,Um gato sem pelagem branca nem laço azul está deitado no sofá,Existe um gato branco no sofá.,0,contradiction,premise
307,Um estudo afirma que jogar videogame não exige mais engajamento intelectual e criatividade do que a leitura de um livro,Jogar videogame requer alto engajamento intelectual e criatividade.,0,contradiction,premise
311,O cachorro não está saltando sobre uma poça de água,O cachorro está pulando um obstáculo que é uma poça de água,0,contradiction,premise
313,Alguém está agitando uma garrafa de molho de soja com uma colher,Uma garrafa de molho de soja não está sendo agitada com uma colher,0,contradiction,premise
314,O menino de três anos não responde que tem chocolate no coração quando questionado sobre o que há nele,O menino de três anos acredita ter chocolate no coração,0,contradiction,premise
317,Os pisos emborrachados vermelhos e cinzas não cobrem uma área de lazer repleta de brinquedos infantis coloridos,A área de lazer tem um chão de borracha vermelho e cinza,0,contradiction,premise
318,Um indivíduo não está vestindo um suéter vermelho nem caminhando descalço no campo de futebol,Existe uma pessoa caminhando descalça no campo de futebol e ela está usando um suéter vermelho.,0,contradiction,premise
319,Os jovens estão vestindo moletons cinzas e não estão parados,Os jovens estão vestidos com algo que não são moletons cinzas,0,contradiction,premise
320,Uma mão não é vista descartando uma garrafa de plástico em uma lixeira,A garrafa de plástico está sendo jogada em uma lixeira por uma mão,0,contradiction,premise
323,Dois homens jovens não estão competindo em uma partida de boxe,Dois jovens estão em uma competição de boxe,0,contradiction,premise
325,"Utensílios de cozinha, incluindo tábuas, porta copos e taças, não estão sobre a mesa","Tábuas, porta copos e taças estão sobre a mesa.",0,contradiction,premise
329,O texto não apresenta qualquer conteúdo alternativo relacionado à física,O texto contém informações sobre um tema diferente da física convencional,0,contradiction,premise
333,"Uma corrente e um pingente, ambos banhados a ouro, não possuem pedras de zircônia incrustadas",A corrente e o pingente possuem pedras de zircônia e são feitos de ouro,0,contradiction,premise
340,O homem não está tocando uma gaita que seja diatônica nem assobiando,O homem está fazendo música com uma gaita diatônica,0,contradiction,premise
342,Ciclistas e ônibus não estão navegando através do trânsito frenético na metrópole,Ciclistas e ônibus estão enfrentando o trânsito agitado na grande cidade.,0,contradiction,premise
344,O mês mundial de combate ao câncer de próstata não está sendo divulgado,A conscientização sobre o câncer de próstata está sendo promovida,0,contradiction,premise
373,Um homem não está em um consultório médico tendo sua pressão arterial medida pelo médico,Um homem está em um ambiente médico recebendo um exame de pressão arterial de um profissional de saúde,0,contradiction,premise
374,Existe uma mulher cortando um bolo com uma espátula,Nenhuma mulher está usando uma espátula para cortar um bolo.,0,contradiction,premise
375,O secretário de saúde do Estado não está dando entrevista,O funcionário do governo do Estado está falando para a mídia.,2,neutral,premise
376,As dicas de arte não estão sendo apresentadas em sequência,As dicas de arte estão sendo mostradas uma após a outra,0,contradiction,premise
377,O shampoo e condicionador não estão dispostos na janela do box do banheiro,Existem produtos de higiene na janela do box do banheiro,2,neutral,premise
379,Pássaros não voam em bando durante o entardecer sob um céu azul com poucas nuvens acinzentadas de tonalidades laranja,Pássaros estão voando juntos no céu ao entardecer,0,contradiction,premise
383,Uma fogueira não arde intensamente com brasas vermelhas e chamas amarelas e laranjas,Existe uma fonte de calor forte.,2,neutral,premise
388,O nascer do sol não ilumina um campo florido,O campo florido está iluminado pelo sol,0,contradiction,premise
400,O conjunto de jovens europeus não está reunido ali,Um grupo de jovens da Europa está congregado no local.,0,contradiction,premise
401,Um bolo retangular não está coberto com ganache e decorado com raspas de chocolate preto na lateral e topo,O bolo retangular possui cobertura de ganache e decoração de raspas de chocolate preto,0,contradiction,premise
406,"Centenas de bebês estão com seus pais, conforme relatado em jornais antigos",Muitos bebês foram relatados como órfãos em jornais antigos,0,contradiction,premise
413,A mulher não está alimentando um pássaro à beira de um lago,Há uma mulher perto de um lago cuidando de um pássaro.,0,contradiction,premise
419,"Um pai e sua filha, vestidos sem máscaras e capas de heróis, estão olhando para o horizonte",Um homem e sua filha estão usando fantasias de super-heróis e olhando para o horizonte,0,contradiction,premise
427,Um homem não está segurando nenhum peixe que ele possivelmente pescou em um rio,Um indivíduo está com um peixe em suas mãos que ele pode ter pescado em um rio.,0,contradiction,premise
428,"Três adolescentes não estão segurando seus celulares, com uma delas exibindo a tela da rede social",Adolescentes estão usando seus celulares,0,contradiction,premise
429,"Nenhuma pimenta de cores verdes, laranjas e vermelhas está reunida",As pimentas estão agrupadas por cores,0,contradiction,premise
430,Há crianças brincando no parquinho,O parquinho está vazio de crianças,0,contradiction,premise
433,Um viajante solitário com um chapéu vermelho não está atravessando um deserto de areias douradas,Uma pessoa com chapéu vermelho está em um deserto.,0,contradiction,premise
437,Dois pacotes transparentes contendo casquinhas de brownie não estão dispostos sobre uma bancada de madeira diante de uma parede preta,Casquinhas de brownie estão arrumadas em duas embalagens transparentes em uma bancada de madeira.,0,contradiction,premise
442,A receita proposta não promove super-hidratação para prolongar a vida dos fios de cabelo,A receita sugerida promete aumentar a longevidade dos fios de cabelo através de hidratação intensiva.,0,contradiction,premise
451,O homem não está guardando o violão na estante,O homem tem um violão.,2,neutral,premise
452,Nenhum momento de um jogo de boliche na capital foi compartilhado com colegas e seus familiares,Os colegas e familiares viram oito momentos de um jogo de boliche na capital,0,contradiction,premise
453,Nenhum indivíduo se encontra em um campo de futebol para um torneio amador,Existe um torneio amador acontecendo em um campo de futebol,0,contradiction,premise
456,Um gato não está puxando a cortina e se pendurando nela,A cortina está sendo puxada por um gato,0,contradiction,premise
457,Um pesquisador sem luvas cirúrgicas está evitando segurar um tubo de ensaio e não está colhendo uma amostra de água,Um pesquisador vestindo uma luva cirúrgica está manuseando um tubo de ensaio e coletando uma amostra de água,0,contradiction,premise
460,Um gato branco e cinza não está sentado na areia,Um felino está descansando na praia.,2,neutral,premise
465,Uma criança não está vestindo uma camisa social nem segurando um dado em sua mão direita,O garoto de camisa social tem um dado em sua mão direita,0,contradiction,premise
468,Um gato não está se espreguiçando no sofá,O gato está no sofá se espreguiçando,0,contradiction,premise
469,O cartaz não informa sobre as operações atuais da polícia durante a pandemia do novo Coronavírus,As operações atuais da polícia durante a pandemia de COVID-19 são informadas através de um cartaz,0,contradiction,premise
471,As mães não estão segurando filhos no colo e nenhuma delas está grávida,Uma mãe grávida está segurando um filho no colo.,0,contradiction,premise
478,Nenhuma mulher está ralando o queijo com um utensílio,Existe queijo sendo ralado por uma mulher.,0,contradiction,premise
485,Uma mulher não está usando um chapéu azul e sentada próxima a uma bicicleta rosa sobre a grama verde com o lago ao fundo,A mulher com um chapéu azul está sentada perto de uma bicicleta rosa no parque,0,contradiction,premise
503,Um tênis preto não tem pedrarias na biqueira,Há pedras decorativas na ponta de um tênis preto,0,contradiction,premise
507,"Uma pessoa de blusa verde estampada não está sentada em frente a uma grande árvore, usando óculos escuros e segurando o cabelo",A pessoa está ao ar livre.,0,contradiction,premise
509,Os indivíduos estão de pé ao lado de uma loja de doces,As pessoas não estão ao lado de uma loja que vende doces,2,neutral,premise
511,Três palhaças não estão se apresentando no espetáculo,Existem palhaças que estão se apresentando em um espetáculo,0,contradiction,premise
516,Um prédio de apartamentos não tem 15 andares,Existem 15 andares em um prédio de apartamentos,0,contradiction,premise
517,"Participantes não estão sentados em cadeiras pretas em uma oficina, com o orientador e uma intérprete de Libras à frente",Os participantes estão em uma oficina tendo assistência de um intérprete de Libras.,0,contradiction,premise
528,Nenhuma mão está segurando uma arma,Alguém está em posse de uma arma.,0,contradiction,premise
530,Uma menina sorridente não está vestida com um vestido preto floral e um casaco cor-de-rosa de tecido de pelo,A menina está usando um casaco cor-de-rosa,2,neutral,premise
533,Nenhum sorvete de laranja está sendo degustado por ninguém,A senhora está saboreando um sorvete de laranja.,0,contradiction,premise
535,A garota nadando não consegue resgatar nada no lago,O filhote está sendo salvo por uma menina que está nadando.,0,contradiction,premise
538,O atleta de badminton encontra menos de três amigos,Quatro pessoas estão juntas.,0,contradiction,premise
540,Os brincos e piercings não possuem nenhuma pedra de zircônia,Os brincos e piercings estão enfeitados com zircônias.,0,contradiction,premise
541,O salão não contém qualquer pessoa sentada ou de pé,Há pessoas sentadas e em pé no salão,0,contradiction,premise
547,A escritora não está à procura de ninguém para dispensar o editor do seu livro,A escritora está em busca de uma pessoa para substituir o editor de seu livro,0,contradiction,premise
550,Nenhuma borboleta azul com asas brilhantes está sobre a flor vermelha,Uma borboleta de cor azul está sobre uma flor vermelha,0,contradiction,premise
553,A ave cinzenta está se afastando de qualquer gato na floresta de pinheiros,Uma ave de cor cinza está perto de um gato branco na floresta de pinheiros,0,contradiction,premise
555,Não há pacotes de bombons de chocolate com banana e chocolate com amendoim sem açúcar sobre a mesa,Bombons de chocolate com banana e amendoim sem açúcar estão disponíveis na mesa.,0,contradiction,premise
559,A loja não vende semijoias banhadas a ouro com garantia,As semijoias vendidas na loja são banhadas a ouro e têm garantia de um ano,0,contradiction,premise
566,Um garoto não está pintando o quadro,O quadro está sendo pintado.,0,contradiction,premise
568,Um bolo redondo não é coberto com chantilly espatulado branco e decorado com rosas e rosetas na lateral e em cima,O bolo redondo tem decoração de rosas e rosetas,0,contradiction,premise
572,No jantar não serviremos batatas salpicadas e um prato de anéis de cebola empanados,Haverá batatas e anéis de cebola para comer no jantar.,0,contradiction,premise
574,Tem um homem assando um peixe,Um peixe não está sendo assado por um homem,2,neutral,premise
575,Uma raposa vermelha não está saltando por um bosque de árvores altas,A raposa vermelha está em um bosque com árvores de grande porte.,0,contradiction,premise
580,As crianças não adoram brinquedos populares,Os brinquedos populares são muitas vezes desejados pelas crianças,0,contradiction,premise
581,Dois homens não estão segurando uma caixa branca cheia de alimentos,Uma caixa branca cheia de alimentos está sendo segurada por dois homens,0,contradiction,premise
583,Uma mãe não recebe carinho de seus dois filhos,Dois filhos estão demonstrando carinho à sua mãe,0,contradiction,premise
584,A equipe brasileira não está reunida em círculo na quadra com os braços erguidos,A equipe brasileira está com os braços erguidos em círculo na quadra,0,contradiction,premise
585,Um donut não é recheado com brigadeiro e coberto com creme de baunilha,O donut tem brigadeiro dentro dele,0,contradiction,premise
587,Nenhum homem está acariciando um guaxinim,Um guaxinim está sendo acariciado por um homem,0,contradiction,premise
588,Nenhuma árvore rosa floresce em uma rua residencial com uma casa de sobrado e dois carros pratas estacionados,Uma árvore rosa está em flor em uma rua residencial,0,contradiction,premise
589,"A sala não possui uma mesa decorada, uma planta, um puff e vários artigos decorativos",Há um puff na sala.,0,contradiction,premise
592,Um par de tênis preto infantil não é visto de cima para baixo,Um par de sapatos para crianças de cor preta está sendo visualizado a partir de um ponto de vista superior.,0,contradiction,premise
598,Uma garotinha não está tampando o rosto com a mão,A garotinha tem a mão no rosto.,0,contradiction,premise
601,Um prato de comida não pode espalhar sorrisos ao longo do dia,Um prato de comida pode melhorar o humor das pessoas durante o dia,0,contradiction,premise
609,Nenhuma mulher está abotoando um casaco,Um casaco está sendo abotoado por uma mulher.,0,contradiction,premise
614,Nenhum homem está descascando uma batata amarela,Uma batata amarela está sendo descascada por um homem,0,contradiction,premise
616,Os jogadores de futebol estão em campo ou vestindo suas camisas verde e amarelas,Os jogadores de futebol não estão vestindo verde e amarelo,2,neutral,premise
617,"Um trem está vazio de pessoas, portanto, ninguém está usando máscaras faciais",As pessoas no trem estão usando máscaras faciais.,0,contradiction,premise
620,Um sêmen e um óvulo não são esboçados pelo professora de biologia,A professora de biologia está desenhando um sêmen e um óvulo,0,contradiction,premise
622,Nenhuma prova está sendo realizada em uma sala de aula,Estudantes estão fazendo uma prova,0,contradiction,premise
624,Membros do movimento não estão formalizando uma solicitação contra o aumento das tarifas de ônibus,Pessoas do movimento estão fazendo um pedido formal contra o aumento das tarifas de ônibus,0,contradiction,premise
628,Uma menina loira de vestido vermelho não está saltando para fora de um balanço azul,Uma criança de cabelos claros está saltando de um balanço.,0,contradiction,premise
633,Nem o paciente nem o médico usam óculos de grau,Tanto o paciente quanto o médico necessitam de correção visual,0,contradiction,premise
640,A pessoa não está usando um biquíni preto e rosa nem óculos de sol na praia,Uma pessoa veste um biquíni preto e rosa na praia.,0,contradiction,premise
643,Nenhuma enfermeira está presente e a previsão de publicação dos editais não é para amanhã,Haverá a divulgação dos editais amanhã.,0,contradiction,premise
646,Um moletom vermelho de manga comprida não está estampado com o tema do filme,O moletom de cor vermelha tem uma estampa relacionada a um filme.,0,contradiction,premise
648,"Atletas não se preparam para uma corrida, nem se alongando sob a orientação de uma instrutora",Os atletas estão se alongando sob supervisão.,0,contradiction,premise
650,Nem um gato cinza escuro nem um coelho branco puro estão correndo no jardim,Existem um gato e um coelho no jardim.,0,contradiction,premise
652,Não há nenhum aplicador de produtos de sobrancelha disposto na mesa,Há produtos de sobrancelha dispostos numa mesa.,2,neutral,premise
661,Duas meninas não estão fazendo a lição de casa,Duas meninas estão ocupadas com a tarefa escolar,2,neutral,premise
666,Uma mulher não está se equipando antes de mergulhar,Uma pessoa está se preparando para uma atividade subaquática,2,neutral,premise
667,Um homem não está descascando uma laranja que é suculenta,Uma laranja suculenta está sendo descascada por um homem,2,neutral,premise
668,Há um homem tamborilando seus pés,O som de pés tamborilando não pode ser ouvido.,0,contradiction,premise
669,Uma mulher não está treinando arco e flecha em um campo de tiro,Há uma mulher praticando tiro com arco em um campo específico para isto.,2,neutral,premise
674,Os carros não estão sendo dirigidos por dois motoristas,Existem dois motoristas conduzindo os carros,2,neutral,premise
677,Uma modelo de perfil não veste uma camisa branca transparente nem carrega uma mochila preta,A modelo tem uma camisa branca e uma mochila preta.,2,neutral,premise
680,"Há uma mulher vestindo um vestido bordado de azul, em pé na varanda e cantando",Não há nenhuma mulher cantando na varanda,0,contradiction,premise
682,O homem não está assando pães,Pães estão sendo assados por um homem,2,neutral,premise
684,Um homem está descascando batatas,Não há nenhum homem retirando a casca de batatas,0,contradiction,premise
687,O músico não está de pé afinando seu violino diante da orquestra,Alguém está preparando seu violino para uma apresentação com a orquestra,2,neutral,premise
688,"A modelo não está sentada em uma cadeira em uma casa, vestindo um chinelo rasteira bege com enfeite",Uma mulher vestida com um chinelo bege está sentada em uma residência.,0,contradiction,premise
690,Um conjunto de indivíduos está prestando atenção na tela de projeção,Os indivíduos estão desviando o olhar da tela de projeção,0,contradiction,premise
694,O menino de patins não está deslizando na pista,Um garoto está praticando patinação em um circuito,0,contradiction,premise
700,Uma mulher loira não está afinando um violino e organizando partituras,A mulher loira está mexendo no violino e mexendo nas partituras.,0,contradiction,premise
703,Uma mão não é vista segurando uma pipa em direção a um arco-íris ao fundo,Há uma pipa sendo segurada em frente a um arco-íris.,0,contradiction,premise
705,O céu não está completamente nublado,Não há sol visível.,2,neutral,premise
709,Um homem com barba não está atravessando uma floresta densa,Existe um homem barbudo na floresta.,0,contradiction,premise
710,Um casal não está se alongando em um ambiente natural repleto de árvores e grama,"Duas pessoas estão fazendo alongamento em um ambiente ao ar livre, cercado por árvores e grama",0,contradiction,premise
717,O autor nega ter sido maltratado e desvalorizado antes da fama,O escritor relata ter sofrido maus tratos e falta de valorização antes de se tornar famoso,0,contradiction,premise
718,Alguns gatos estão arranhando um sofá,Um sofá não está sendo arranhado por um gato,0,contradiction,premise
719,"Uma apresentação de dança não está acontecendo, com todos os participantes vestidos de preto e em movimento",Todos os participantes de uma apresentação de dança estão vestidos de preto e dançando.,0,contradiction,premise
