,Unnamed: 0,premise,hypothesis,label,reviwers_output,confuse_sentence,low_quality,index,readable_label,negated_part,predicted_label
93,93.0,Os filhos da pessoa estão aproveitando as férias brincando com amigos e comendo pipoca,Os filhos da pessoa jogam bola no parque,2,Neutral,OK,N,,,,2
94,94.0,Brinquedos de tecido estão alinhados no chão de madeira pintada de branco,Existem brinquedos no chão pintado de branco.,1,Entailment,OK,N,,,,1
95,95.0,Três panos de prato com estampas natalinas estão dobrados,Existem panos de prato com estampas natalinas dobrados,1,Entailment,OK,N,,,,1
96,96.0,Um pequeno garoto oriental está sentado além do grupo e está se divertindo com um pião,Um pequeno garoto oriental está de pé no meio do grupo,0,Contradiction,OK,N,,,,0
97,97.0,"Uma mulher idosa está de costas, olhando para uma janela",Uma senhora está virada de costas para a janela e observando a vista,1,Disagreement,OK,S,,,,1
98,98.0,Um bolo redondo é coberto com chantilly espatulado branco e decorado com rosas e rosetas na lateral e em cima,O bolo redondo tem sabor de baunilha.,2,Neutral,OK,N,,,,2
99,99.0,Uma borboleta aconselha uma lagarta que ela precisa se transformar para poder voar,A borboleta diz à lagarta que ela pode voar sem se transformar,0,Contradiction,OK,N,,,,0
100,100.0,A eletricidade não voltou e o banho ainda será com água fria,O liquidificador na cozinha está sem uso.,2,Neutral,OK,N,,,,2
101,101.0,Um personagem do filme fez muito sucesso,O personagem do filme foi bem recebido pelo público,1,Entailment,OK,N,,,,2
102,102.0,Um profissional de saúde está realizando radioterapia em um paciente deitado,O profissional de saúde está realizando uma cirurgia no paciente,0,Contradiction,OK,N,,,,0
103,103.0,Um homem está sentado próximo a dois adolescentes,Há três pessoas presentes.,1,Disagreement,OK,S,,,,1
104,104.0,Uma mulher está abotoando um casaco,A mulher está usando um chapéu vermelho.,2,Neutral,OK,N,,,,2
105,105.0,Uma menina está pulando enquanto joga tênis de praia com um instrutor,A menina está sentada descansando após o jogo de tênis de praia,0,Contradiction,OK,N,,,,0
106,106.0,Um estudo revela que a expectativa de vida diminui ao consumir mais de sete latas de cerveja por semana,Algumas pessoas gostam de beber cerveja nos fins de semana.,2,Neutral,OK,N,,,,2
107,107.0,Um cavalo não está bebendo água,Um cavalo está com a boca seca,1,Disagreement,OK,S,,,,1
108,108.0,"Duas mulheres estão apresentando um monólogo, que é extremamente divertido, com uma dançarina de balé no meio de uma plateia entusiasmada",Não tem nenhuma mulher apresentando um monólogo divertido.,0,Contradiction,OK,N,,,,0
109,109.0,A psicóloga alerta sobre casos de tristeza profunda e depressão,A psicóloga não menciona a tristeza e a depressão em seu aviso.,0,Contradiction,OK,N,,,,0
110,110.0,Uma borboleta azul com asas brilhantes repousa sobre a flor vermelha,Não há borboletas pousando em flores,0,Contradiction,OK,N,,,,0
111,111.0,Uma médica está examinando a garganta de uma paciente e questiona a importância da videolaringoscopia,A médica está usando um estetoscópio no exame da paciente,2,Neutral,OK,N,,,,2
112,112.0,Uma gaivota está voando sobre as ondas do oceano,A gaivota está voando acima da água do mar,1,Entailment,OK,N,,,,0
113,113.0,Os carros estão sendo dirigidos por dois motoristas,Apenas um motorista está dirigindo todos os carros,0,Contradiction,OK,N,,,,0
114,114.0,Não existe pessoa alguma girando o dial de um rádio antigo,O rádio antigo não está sendo usado por alguém.,1,Entailment,OK,N,,,,1
115,115.0,O gato está comendo ração de um prato,O gato é um felino de pelo longo.,2,Neutral,OK,N,,,,2
116,116.0,Uma criança vestida de camisa social está segurando um dado em sua mão direita,A criança está vestindo uma calça jeans azul,2,Neutral,OK,N,,,,2
117,117.0,No jantar serviremos batatas salpicadas e um prato de anéis de cebola empanados,Será servido vinho durante o jantar.,2,Neutral,OK,N,,,,2
118,118.0,Não há nenhuma mulher lendo um livro sob a sombra de uma árvore em uma tarde de primavera,Uma criança está brincando ao sol em uma tarde de primavera,2,Neutral,OK,N,,,,2
119,119.0,Várias pessoas estão navegando em um caiaque,Um grupo de indivíduos está praticando caiaque.,1,Entailment,OK,N,,,,1
120,120.0,Dois atletas paraolímpicos em cadeiras de rodas estão competindo em uma corrida,Os atletas paraolímpicos estão disputando a medalha de ouro na corrida.,2,Neutral,OK,N,,,,2
121,121.0,Há um menino alegremente empinando uma pipa de papel,O menino está triste e sua pipa de papel está no chão,0,Contradiction,OK,N,,,,0
122,122.0,"Duas mulheres estão apresentando um monólogo, que é extremamente divertido, com uma dançarina de balé no meio de uma plateia entusiasmada",Está acontecendo uma apresentação de monólogo por duas mulheres e é muito engraçada.,1,Entailment,OK,N,,,,1
123,123.0,Policiais prendem o motorista no local onde a carreta foi parada,O motorista estava usando um macacão azul.,2,Neutral,OK,N,,,,2
124,124.0,Leitos estão organizados separadamente por divisórias,Há divisórias entre os leitos,1,Entailment,OK,N,,,,1
125,125.0,A atleta  ganhou a medalha de bronze nos Jogos Paralímpicos,A atleta conquistou uma medalha nos Jogos Paralímpicos,1,Entailment,OK,N,,,,1
126,126.0,A pessoa tem o cabelo preso em um rabo de cavalo com alguns cachos soltos ao redor da testa,A pessoa tem o cabelo totalmente solto,0,Contradiction,OK,N,,,,0
127,127.0,Membros do movimento estão formalizando uma solicitação contra o aumento das tarifas de ônibus,O movimento está organizando uma reunião para discutir questões de transporte público,2,Neutral,OK,N,,,,2
128,128.0,Um vidro transparente com álcool em gel está posicionado sobre duas máscaras para o rosto em um balcão preto,O recipiente transparente com álcool em gel está vazio e ao lado das máscaras,0,Contradiction,OK,N,,,,0
129,129.0,O texto apresenta um conteúdo alternativo relacionado à física,O texto apresenta um conteúdo tradicional sobre física,0,Contradiction,OK,N,,,,0
130,130.0,Uma guitarra está sendo dedilhada por um músico,Há um palco iluminado ao fundo,2,Neutral,OK,N,,,,2
131,131.0,Nenhum pássaro está voando sob a chuva,Há pássaros cantando em uma árvore.,2,Neutral,OK,N,,,,2
132,132.0,Uma mulher está usando uma máscara com representações de vírus enquanto questiona como o coronavírus impacta as relações de trabalho,Uma mulher sem máscara está discutindo sobre como o coronavírus não afeta as relações de trabalho,0,Contradiction,OK,N,,,,0
133,133.0,Um bando de amigos se reúne à beira do lago,Alguns amigos estão pescando no lago,2,Neutral,OK,N,,,,2
134,134.0,A garotinha está usando um vestido azul e está sorrindo,Uma criança vestida de azul está feliz,1,Entailment,OK,N,,,,1
135,135.0,Um gato está se espreguiçando no sofá,O gato está no cômodo com o sofá de cor cinza.,2,Disagreement,OK,S,,,,2
136,136.0,O palácio do governo está aberto a visitações,As pessoas podem visitar o palácio do governo.,1,Entailment,OK,N,,,,1
137,137.0,Uma mulher em um skate pink está fazendo manobras enquanto uma amiga em um patins azul está se aproximando,A mulher de patins azul está indo para a academia.,2,Neutral,OK,N,,,,2
138,138.0,Caixas de presente amarelas com laços azuis foram entregues,Os presentes dentro das caixas são livros.,2,Neutral,OK,N,,,,2
139,139.0,Não há nenhum gato que é siamês e branco no jardim carregando um novelo de lã nas suas patas,Há um gato siamês e branco carregando um novelo de lã no jardim,0,Contradiction,OK,N,,,,0
140,140.0,Caramelos de leite estão dispostos na mão,A mão está vazia e sem caramelos.,0,Contradiction,OK,N,,,,0
141,141.0,Um gato preto está pulando por um muro de pedras,Um gato preto está dormindo em um muro de pedras.,0,Contradiction,OK,N,,,,0
142,142.0,Uma mulher está rasgando um casaco com uma tesoura,A pessoa está cortando um casaco com uma tesoura,1,Entailment,OK,N,,,,1
143,143.0,Uma costureira está modelando um tecido laranja em uma mesa de costura,A costureira está trabalhando com um tecido de cor laranja.,1,Entailment,OK,N,,,,1
144,144.0,Um barco está navegando,O barco está parado.,0,Contradiction,OK,N,,,,0
145,145.0,Ao lado da casa há uma pequena lavoura de feijão,Existe uma lavoura de feijão ao lado da casa,1,Entailment,OK,N,,,,1
146,146.0,Um homem está temperando um bife,Há um indivíduo temperando carne de boi,1,Neutral,OK,S,,,,1
147,147.0,"Um prato de ovos mexidos, salsichas e queijo é colocado na mesa ao lado de uma xícara de chá preto com leite","O prato de comida tem ovos mexidos, salsichas, queijo e bacon",2,Neutral,OK,N,,,,2
148,148.0,Não há nenhum homem tamborilando seus pés,Há um homem tocando bateria.,2,Neutral,OK,N,,,,2
149,149.0,"Os casarões, apesar de antigos, possuem boa acessibilidade",Os casarões têm lindos jardins.,2,Neutral,OK,N,,,,2
150,150.0,Um estudo sugere que jantar enquanto assiste TV ou usa o celular pode levar ao ganho de peso,Usar o celular durante as refeições pode distrair a pessoa do que está comendo.,2,Neutral,OK,N,,,,2
151,151.0,Ciclistas e ônibus estão navegando através do trânsito frenético na metrópole,Ciclistas e ônibus estão percorrendo uma estrada tranquila na metrópole.,0,Contradiction,OK,N,,,,0
152,152.0,A fragrância com embalagem transparente e tampa dourada está posicionada sobre uma textura e folhas douradas,A fragrância está em cima de uma textura e folhas douradas.,1,Entailment,OK,N,,,,1
153,153.0,A pessoa tem o cabelo preso em um rabo de cavalo com alguns cachos soltos ao redor da testa,Alguém tem cachos soltos ao redor da testa,1,Entailment,OK,N,,,,1
154,154.0,Três gatos não estão brincando juntos,Três gatos estão dormindo juntos.,2,Neutral,OK,N,,,,2
155,155.0,Um cisne majestoso está repousando na margem de um lago sereno,O cisne está voando sobre o lago.,0,Contradiction,OK,N,,,,0
156,156.0,Um homem está sentado próximo a dois adolescentes,O homem está sozinho.,0,Contradiction,OK,N,,,,0
157,157.0,Um gato está deliciosamente se esbaldando com o sol na varanda,O gato está aproveitando o sol na varanda,1,Entailment,OK,N,,,,1
158,158.0,O indulto para condenado por corrupção poderá ser proibido,Existe a possibilidade de proibição do indulto para condenados por corrupção.,1,Entailment,OK,N,,,,1
159,159.0,Engrenagens estão fixadas em uma parede e contidas em uma caixa de inox polido,As engrenagens estão soltas sobre a mesa.,0,Contradiction,OK,N,,,,0
160,160.0,"Alunas de balé, mães e professora prestam homenagem ao Outubro Rosa","As alunas de balé, mães e professora ignoram o Outubro Rosa.",0,Contradiction,OK,N,,,,0
161,161.0,Um senhor de 50 anos está sorrindo com alegria,O homem de 50 anos está vestindo um casaco azul.,2,Neutral,OK,N,,,,2
162,162.0,A afirmação defende que é possível realizar um treinamento intenso mesmo estando em casa,O treinamento intenso pode ser feito em casa,1,Entailment,OK,N,,,,1
163,163.0,Duas mulheres com patins estão à beira de um lago congelado,Existem pessoas prontas para andar de patins em um lago congelado,1,Entailment,OK,N,,,,1
164,164.0,Uma garota de vermelho está correndo de um homem de vermelho,Uma garota de vermelho está carregando uma bolsa azul,2,Neutral,OK,N,,,,2
165,165.0,O cartaz informa sobre as operações atuais da polícia durante a pandemia do novo Coronavírus,O cartaz não contém informações sobre as operações atuais da polícia durante a pandemia do novo Coronavírus,0,Contradiction,OK,N,,,,0
166,166.0,"Um trem está cheio de pessoas, tanto sentadas quanto em pé, todas usando máscaras faciais",As pessoas no trem não estão usando máscaras faciais.,0,Contradiction,OK,N,,,,0
167,167.0,"O garoto, que é muito jovem, está meticulosamente amarrando os cadarços de seu tênis",O menino não está amarrando os cadarços do tênis.,0,Contradiction,OK,N,,,,0
168,168.0,O quadro tem o desenho da cabeça de um touro branco em perfil,O quadro tem um desenho de uma cabeça de cavalo.,0,Contradiction,OK,N,,,,0
169,169.0,"Duas mulheres, um homem e duas pequenas meninas estão reunidos ao ar livre de uma larga praça, diante de uma multidão de espectadores","Um grupo de cinco pessoas, sendo duas delas crianças, está reunido em uma praça grande com muitos espectadores ao redor.",1,Entailment,OK,N,,,,1
170,170.0,Uma profissional da saúde está aplicando a vacina no braço de uma mulher,A mulher não está recebendo a vacina,0,Contradiction,OK,N,,,,0
171,171.0,Dois halteres e uma maçã enrolada com uma fita métrica estão dispostos,Não há halteres nem maçã envolvida por uma fita métrica,0,Contradiction,OK,N,,,,0
172,172.0,Um barco está sendo navegado por um jovem,O jovem é um marinheiro experiente,2,Neutral,OK,N,,,,2
173,173.0,Duas mulheres não estão tirando um descanso no plantio do jardim,Duas mulheres estão descansando enquanto plantam um jardim,0,Contradiction,OK,N,,,,0
174,174.0,Os filhotes de cachorro nos cestos estão sendo usados como adereços para um comercial de televisão,"Os filhotes de cachorro estão sendo usados para um filme, não um comercial de televisão",0,Contradiction,OK,N,,,,0
175,175.0,Não tem nenhuma mulher gritando,O ambiente está livre de gritos de mulheres,1,Entailment,OK,N,,,,1
176,176.0,Um gato preto está deitado em uma almofada,O gato preto tem olhos verdes.,2,Neutral,OK,N,,,,2
177,177.0,Dois gatos estão se divertindo no jardim cheio de flores,Os gatos estão brincando ao ar livre,1,Entailment,OK,N,,,,1
178,178.0,Caixas de vacinas estão sendo descarregadas,Vacinas estão sendo retiradas de seu meio de transporte,1,Entailment,OK,N,,,,1
179,179.0,Oito aplicadores de produtos de sobrancelha estão dispostos numa mesa,Não há aplicadores de produtos de sobrancelha na mesa.,0,Contradiction,OK,N,,,,0
180,180.0,Não tem nenhuma mulher gritando,Uma mulher está sorrindo,2,Neutral,OK,N,,,,2
181,181.0,O cachorro está correndo atrás do gato no jardim,O gato está sendo perseguido por um cachorro.,1,Entailment,OK,N,,,,1
182,182.0,Uma mulher envolta em uma toalha está se maquiando diante de um espelho,Uma mulher envolta em uma toalha está se despindo diante de um espelho.,0,Contradiction,OK,N,,,,0
183,183.0,Uma bola vermelha está sendo chutada por uma criança que está brincando no parque,Uma bola azul está sendo chutada por uma criança que está em casa,0,Contradiction,OK,N,,,,0
184,184.0,Não tem nenhum homem assando um peixe,Uma mulher está grelhando um peixe,2,Neutral,OK,N,,,,2
185,185.0,Um bolo redondo é coberto com chantilly espatulado branco e decorado com rosas e rosetas na lateral e em cima,O bolo redondo não tem decoração alguma,0,Contradiction,OK,N,,,,0
186,186.0,Uma mulher possui um chip localizado atrás de sua orelha,A mulher não possui nenhum objeto estranho em seu corpo,0,Contradiction,OK,N,,,,0
187,187.0,Um gato está se aquecendo em um telhado enquanto a lua lança seu brilho suave sobre ele,O gato tem pelo curto.,2,Neutral,OK,N,,,,2
188,188.0,Há livros infantis disponíveis na biblioteca,A biblioteca tem uma seção de livros de culinária,2,Neutral,OK,N,,,,2
189,189.0,"Três adolescentes estão segurando seus celulares, com uma delas exibindo a tela da rede social",Nenhum adolescente está segurando um celular,0,Contradiction,OK,N,,,,0
190,190.0,Uma garotinha está tampando o rosto com a mão,A garotinha está com as mãos para baixo.,0,Contradiction,OK,N,,,,0
191,191.0,Uma mão está segurando uma casquinha de sorvete de dois sabores,Uma casquinha de sorvete de dois sabores está sendo segurada por uma mão,1,Entailment,OK,N,,,,1
192,192.0,A atleta  ganhou a medalha de bronze nos Jogos Paralímpicos,A atleta não conseguiu nenhuma medalha nos Jogos Paralímpicos,0,Contradiction,OK,N,,,,0
193,193.0,Um homem está descascando uma laranja que é suculenta,Um homem está comendo uma laranja,2,Neutral,OK,N,,,,0
